1	chr1
AADN05001303.1	chrUn_NW_020109866v1
AADN05001304.1	chrUn_NW_020109919v1
AADN05001305.1	chrUn_NW_020109980v1
AADN05001306.1	chrUn_NW_020109830v1
AADN05001307.1	chrUn_NW_020110131v1
AADN05001308.1	chrUn_NW_020110104v1
AADN05001309.1	chrUn_NW_020110064v1
AADN05001310.1	chrUn_NW_020109895v1
AADN05001311.1	chrUn_NW_020110069v1
AADN05001312.1	chrUn_NW_020110089v1
AADN05001313.1	chrUn_NW_020110046v1
AADN05001314.1	chrUn_NW_020110018v1
AADN05001315.1	chrUn_NW_020109990v1
AADN05001316.1	chrUn_NW_020109952v1
AADN05001317.1	chrUn_NW_020109939v1
AADN05001318.1	chrUn_NW_020109893v1
AADN05001319.1	chrUn_NW_020110076v1
AADN05001320.1	chrUn_NW_020110049v1
AADN05001321.1	chrUn_NW_020109924v1
AADN05001322.1	chrUn_NW_020110038v1
AADN05001323.1	chrUn_NW_020110106v1
AADN05001324.1	chrUn_NW_020110062v1
AADN05001325.1	chrUn_NW_020109902v1
AADN05001326.1	chrUn_NW_020110129v1
AADN05001327.1	chrUn_NW_020110061v1
AADN05001328.1	chrUn_NW_020110024v1
AADN05001329.1	chrUn_NW_020109832v1
AADN05001330.1	chrUn_NW_020110123v1
AADN05001331.1	chrUn_NW_020110100v1
AADN05001332.1	chrUn_NW_020109869v1
AADN05001333.1	chrUn_NW_020109888v1
AADN05001334.1	chrUn_NW_020109872v1
AADN05001335.1	chrUn_NW_020109856v1
AADN05001336.1	chrUn_NW_020109947v1
AADN05001337.1	chrUn_NW_020110059v1
AADN05001338.1	chrUn_NW_020109958v1
AADN05001339.1	chrUn_NW_020109994v1
AADN05001340.1	chrUn_NW_020109862v1
AADN05001341.1	chrUn_NW_020109998v1
AADN05001342.1	chrUn_NW_020109974v1
AADN05001343.1	chrUn_NW_020110119v1
AADN05001344.1	chrUn_NW_020109876v1
AADN05001345.1	chrUn_NW_020110092v1
AADN05001346.1	chrUn_NW_020109850v1
AADN05001347.1	chrUn_NW_020109987v1
AADN05001348.1	chrUn_NW_020110097v1
AADN05001349.1	chrUn_NW_020110148v1
AADN05001350.1	chrUn_NW_020110124v1
AADN05001351.1	chrUn_NW_020109997v1
AADN05001352.1	chrUn_NW_020109877v1
AADN05001353.1	chrUn_NW_020109840v1
AADN05001354.1	chrUn_NW_020109945v1
AADN05001355.1	chrUn_NW_020110120v1
AADN05001356.1	chrUn_NW_020110057v1
AADN05001357.1	chrUn_NW_020110139v1
AADN05001358.1	chrUn_NW_020109954v1
AADN05001359.1	chrUn_NW_020109948v1
AADN05001360.1	chrUn_NW_020109907v1
AADN05001361.1	chrUn_NW_020110146v1
AADN05001363.1	chrUn_NW_020109956v1
AADN05001364.1	chrUn_NW_020109962v1
AADN05001365.1	chrUn_NW_020110051v1
AADN05001366.1	chrUn_NW_020110110v1
AADN05001367.1	chrUn_NW_020110047v1
AADN05001368.1	chrUn_NW_020110029v1
AADN05001369.1	chrUn_NW_020110040v1
AADN05001371.1	chrUn_NW_020109838v1
AADN05001372.1	chrUn_NW_020110096v1
AADN05001374.1	chrUn_NW_020110033v1
AADN05001375.1	chrUn_NW_020110048v1
AADN05001376.1	chrUn_NW_020110035v1
AADN05001377.1	chrUn_NW_020110101v1
AADN05001378.1	chrUn_NW_020110093v1
AADN05001379.1	chrUn_NW_020109912v1
AADN05001380.1	chrUn_NW_020109914v1
AADN05001381.1	chrUn_NW_020110004v1
AADN05001382.1	chrUn_NW_020109989v1
AADN05001383.1	chrUn_NW_020109880v1
AADN05001384.1	chrUn_NW_020109925v1
AADN05001385.1	chrUn_NW_020110151v1
AADN05001386.1	chrUn_NW_020110075v1
AADN05001387.1	chrUn_NW_020110169v1
AADN05001388.1	chrUn_NW_020110052v1
AADN05001391.1	chrUn_NW_020110166v1
AADN05001392.1	chrUn_NW_020109901v1
AADN05001393.1	chrUn_NW_020110144v1
AADN05001394.1	chrUn_NW_020109981v1
AADN05001395.1	chrUn_NW_020109965v1
AADN05001396.1	chrUn_NW_020109930v1
AADN05001397.1	chrUn_NW_020109915v1
AADN05001398.1	chrUn_NW_020109943v1
AADN05001399.1	chrUn_NW_020110143v1
AADN05001400.1	chrUn_NW_020110141v1
AADN05001401.1	chrUn_NW_020109975v1
AADN05001402.1	chrUn_NW_020110070v1
AADN05001404.1	chrUn_NW_020109984v1
AADN05001405.1	chrUn_NW_020110128v1
AADN05001407.1	chrUn_NW_020110044v1
AADN05001408.1	chrUn_NW_020109986v1
AADN05001409.1	chrUn_NW_020109973v1
AADN05001411.1	chrUn_NW_020110015v1
AADN05001414.1	chrUn_NW_020109834v1
AADN05001415.1	chrUn_NW_020110050v1
AADN05001416.1	chrUn_NW_020110105v1
AADN05001417.1	chrUn_NW_020110060v1
AADN05001418.1	chrUn_NW_020110010v1
AADN05001419.1	chrUn_NW_020109966v1
AADN05001420.1	chrUn_NW_020109837v1
AADN05001421.1	chrUn_NW_020110054v1
AADN05001422.1	chrUn_NW_020110111v1
AADN05001430.1	chrUn_NW_020110032v1
AADN05001432.1	chrUn_NW_020110135v1
AADN05001437.1	chrUn_NW_020110095v1
AADN05001440.1	chrUn_NW_020110077v1
AADN05001441.1	chrUn_NW_020110080v1
AADN05001443.1	chrUn_NW_020110039v1
AADN05001444.1	chrUn_NW_020110037v1
AADN05001446.1	chrUn_NW_020110031v1
AADN05001447.1	chrUn_NW_020110027v1
AADN05001448.1	chrUn_NW_020110021v1
AADN05001454.1	chrUn_NW_020110013v1
AADN05001455.1	chrUn_NW_020110053v1
AADN05001456.1	chrUn_NW_020109961v1
AADN05001460.1	chrUn_NW_020110130v1
AADN05001463.1	chrUn_NW_020110007v1
AADN05001464.1	chrUn_NW_020110138v1
AADN05001465.1	chrUn_NW_020110003v1
AADN05001473.1	chrUn_NW_020109946v1
AADN05001474.1	chrUn_NW_020110034v1
AADN05001475.1	chrUn_NW_020109976v1
AADN05001476.1	chrUn_NW_020110140v1
AADN05001477.1	chrUn_NW_020110071v1
AADN05001478.1	chrUn_NW_020110103v1
AADN05001481.1	chrUn_NW_020109964v1
AADN05001483.1	chrUn_NW_020110116v1
AADN05001484.1	chrUn_NW_020110022v1
AADN05001485.1	chrUn_NW_020109894v1
AADN05001486.1	chrUn_NW_020110026v1
AADN05001487.1	chrUn_NW_020110009v1
AADN05001488.1	chrUn_NW_020109970v1
AADN05001489.1	chrUn_NW_020110041v1
AADN05001490.1	chrUn_NW_020109864v1
AADN05001491.1	chrUn_NW_020110016v1
AADN05001492.1	chrUn_NW_020109935v1
AADN05001493.1	chrUn_NW_020109942v1
AADN05001494.1	chrUn_NW_020109950v1
AADN05001495.1	chrUn_NW_020109874v1
AADN05001496.1	chrUn_NW_020110108v1
AADN05001497.1	chrUn_NW_020110098v1
AADN05001498.1	chrUn_NW_020109835v1
AADN05001502.1	chrUn_NW_020109898v1
AADN05001503.1	chrUn_NW_020110107v1
AADN05001504.1	chrUn_NW_020110133v1
AADN05001505.1	chrUn_NW_020110125v1
AADN05001508.1	chrUn_NW_020110012v1
AADN05001509.1	chrUn_NW_020109900v1
AADN05001510.1	chrUn_NW_020109985v1
AADN05001511.1	chrUn_NW_020109917v1
AADN05001512.1	chrUn_NW_020110072v1
AADN05001513.1	chrUn_NW_020109842v1
AADN05001514.1	chrUn_NW_020109878v1
AADN05001515.1	chrUn_NW_020109871v1
AADN05001516.1	chrUn_NW_020110001v1
AADN05001517.1	chrUn_NW_020109995v1
AADN05001519.1	chrUn_NW_020110023v1
AADN05001520.1	chrUn_NW_020109951v1
AADN05001521.1	chrUn_NW_020110042v1
AADN05001522.1	chrUn_NW_020109983v1
AADN05001524.1	chrUn_NW_020110082v1
AADN05001525.1	chrUn_NW_020109988v1
AADN05001540.1	chrUn_NW_020109879v1
AADN05001541.1	chrUn_NW_020109858v1
AADN05001542.1	chrUn_NW_020109979v1
AADN05001543.1	chrUn_NW_020109967v1
AADN05001544.1	chrUn_NW_020109904v1
AADN05001545.1	chrUn_NW_020109848v1
AADN05001546.1	chrUn_NW_020109845v1
AADN05001547.1	chrUn_NW_020109846v1
AADN05001550.1	chrUn_NW_020109896v1
AADN05001552.1	chrUn_NW_020109860v1
AADN05001553.1	chrUn_NW_020109847v1
AADN05001555.1	chrUn_NW_020109861v1
AADN05001556.1	chrUn_NW_020109921v1
AADN05001557.1	chrUn_NW_020109857v1
AADN05001558.1	chrUn_NW_020109849v1
AADN05001559.1	chrUn_NW_020109882v1
AADN05001560.1	chrUn_NW_020109891v1
AADN05001561.1	chrUn_NW_020109855v1
AADN05001562.1	chrUn_NW_020109844v1
AADN05001563.1	chrUn_NW_020109899v1
KZ626824.1	chrUn_NW_020109841v1
KZ626825.1	chrUn_NW_020109938v1
KZ626826.1	chrUn_NW_020110153v1
KZ626827.1	chrUn_NW_020110154v1
KZ626828.1	chrUn_NW_020110155v1
KZ626829.1	chrUn_NW_020110156v1
KZ626830.1	chrUn_NW_020110157v1
KZ626831.1	chrUn_NW_020110158v1
KZ626832.1	chrUn_NW_020110159v1
KZ626833.1	chrUn_NW_020110160v1
KZ626834.1	chrUn_NW_020110161v1
KZ626835.1	chrUn_NW_020110162v1
KZ626836.1	chrUn_NW_020110163v1
KZ626837.1	chrUn_NW_020110164v1
KZ626838.1	chrUn_NW_020110165v1
KZ626839.1	chrUn_NW_020110167v1
MT 	chrM
