chr1	1
chrUn_JH375454	JH375454.1
chrUn_JH375455	JH375455.1
chrUn_JH375456	JH375456.1
chrUn_JH375457	JH375457.1
chrUn_JH375458	JH375458.1
chrUn_JH375459	JH375459.1
chrUn_JH375460	JH375460.1
chrUn_JH375461	JH375461.1
chrUn_JH375462	JH375462.1
chrUn_JH375463	JH375463.1
chrUn_JH375464	JH375464.1
chrUn_JH375465	JH375465.1
chrUn_JH375466	JH375466.1
chrUn_JH375467	JH375467.1
chrUn_JH375468	JH375468.1
chrUn_JH375469	JH375469.1
chrUn_JH375470	JH375470.1
chrUn_JH375471	JH375471.1
chrUn_JH375472	JH375472.1
chrUn_JH375473	JH375473.1
chrUn_JH375474	JH375474.1
chrUn_JH375475	JH375475.1
chrUn_JH375476	JH375476.1
chrUn_JH375477	JH375477.1
chrUn_JH375478	JH375478.1
chrUn_JH375479	JH375479.1
chrUn_JH375480	JH375480.1
chrUn_JH375481	JH375481.1
chrUn_JH375482	JH375482.1
chrUn_JH375483	JH375483.1
chrUn_JH375484	JH375484.1
chrUn_JH375485	JH375485.1
chrUn_JH375486	JH375486.1
chrUn_JH375487	JH375487.1
chrUn_JH375488	JH375488.1
chrUn_JH375489	JH375489.1
chrUn_JH375490	JH375490.1
chrUn_JH375491	JH375491.1
chrUn_JH375492	JH375492.1
chrUn_JH375493	JH375493.1
chrUn_JH375494	JH375494.1
chrUn_JH375495	JH375495.1
chrUn_JH375496	JH375496.1
chrUn_JH375497	JH375497.1
chrUn_JH375498	JH375498.1
chrUn_JH375499	JH375499.1
chrUn_JH375500	JH375500.1
chrUn_JH375501	JH375501.1
chrUn_JH375502	JH375502.1
chrUn_JH375503	JH375503.1
chrUn_JH375504	JH375504.1
chrUn_JH375505	JH375505.1
chrUn_JH375506	JH375506.1
chrUn_JH375507	JH375507.1
chrUn_JH375508	JH375508.1
chrUn_JH375509	JH375509.1
chrUn_JH375510	JH375510.1
chrUn_JH375511	JH375511.1
chrUn_JH375512	JH375512.1
chrUn_JH375513	JH375513.1
chrUn_JH375514	JH375514.1
chrUn_JH375515	JH375515.1
chrUn_JH375516	JH375516.1
chrUn_JH375517	JH375517.1
chrUn_JH375518	JH375518.1
chrUn_JH375519	JH375519.1
chrUn_JH375520	JH375520.1
chrUn_JH375521	JH375521.1
chrUn_JH375522	JH375522.1
chrUn_JH375523	JH375523.1
chrUn_JH375524	JH375524.1
chrUn_JH375525	JH375525.1
chrUn_JH375526	JH375526.1
chrUn_JH375527	JH375527.1
chrUn_JH375528	JH375528.1
chrUn_JH375529	JH375529.1
chrUn_JH375530	JH375530.1
chrUn_JH375531	JH375531.1
chrUn_JH375532	JH375532.1
chrUn_JH375533	JH375533.1
chrUn_JH375534	JH375534.1
chrUn_JH375535	JH375535.1
chrUn_JH375536	JH375536.1
chrUn_JH375537	JH375537.1
chrUn_JH375538	JH375538.1
chrUn_JH375539	JH375539.1
chrUn_JH375540	JH375540.1
chrUn_JH375541	JH375541.1
chrUn_JH375542	JH375542.1
chrUn_JH375543	JH375543.1
chrUn_JH375544	JH375544.1
chrUn_JH375545	JH375545.1
chrUn_JH375546	JH375546.1
chrUn_JH375547	JH375547.1
chrUn_JH375548	JH375548.1
chrUn_JH375549	JH375549.1
chrUn_JH375550	JH375550.1
chrUn_JH375551	JH375551.1
chrUn_JH375552	JH375552.1
chrUn_JH375553	JH375553.1
chrUn_JH375554	JH375554.1
chrUn_JH375555	JH375555.1
chrUn_JH375556	JH375556.1
chrUn_JH375557	JH375557.1
chrUn_JH375558	JH375558.1
chrUn_JH375559	JH375559.1
chrUn_JH375560	JH375560.1
chrUn_JH375561	JH375561.1
chrUn_JH375562	JH375562.1
chrUn_JH375563	JH375563.1
chrUn_JH375564	JH375564.1
chrUn_JH375565	JH375565.1
chrUn_JH375566	JH375566.1
chrUn_JH375567	JH375567.1
chrUn_JH375568	JH375568.1
chrUn_JH375569	JH375569.1
chrUn_JH375570	JH375570.1
chrUn_JH375571	JH375571.1
chrUn_JH375572	JH375572.1
chrUn_JH375573	JH375573.1
chrUn_JH375574	JH375574.1
chrUn_JH375575	JH375575.1
chrUn_JH375576	JH375576.1
chrUn_JH375577	JH375577.1
chrUn_JH375578	JH375578.1
chrUn_JH375579	JH375579.1
chrUn_JH375580	JH375580.1
chrUn_JH375581	JH375581.1
chrUn_JH375582	JH375582.1
chrUn_JH375583	JH375583.1
chrUn_JH375584	JH375584.1
chrUn_JH375585	JH375585.1
chrUn_JH375586	JH375586.1
chrUn_JH375587	JH375587.1
chrUn_JH375588	JH375588.1
chrUn_JH375589	JH375589.1
chrUn_JH375590	JH375590.1
chrUn_JH375591	JH375591.1
chrUn_JH375592	JH375592.1
chrUn_JH375593	JH375593.1
chrUn_JH375594	JH375594.1
chrUn_JH375595	JH375595.1
chrUn_JH375596	JH375596.1
chrUn_JH375597	JH375597.1
chrUn_JH375598	JH375598.1
chrUn_JH375599	JH375599.1
chrUn_JH375600	JH375600.1
chrUn_JH375601	JH375601.1
chrUn_JH375602	JH375602.1
chrUn_JH375603	JH375603.1
chrUn_JH375604	JH375604.1
chrUn_JH375605	JH375605.1
chrUn_JH375606	JH375606.1
chrUn_JH375607	JH375607.1
chrUn_JH375608	JH375608.1
chrUn_JH375609	JH375609.1
chrUn_JH375610	JH375610.1
chrUn_JH375611	JH375611.1
chrUn_JH375612	JH375612.1
chrUn_JH375613	JH375613.1
chrUn_JH375614	JH375614.1
chrUn_JH375615	JH375615.1
chrUn_JH375616	JH375616.1
chrUn_JH375617	JH375617.1
chrUn_JH375618	JH375618.1
chrUn_JH375619	JH375619.1
chrUn_JH375620	JH375620.1
chrUn_JH375621	JH375621.1
chrUn_JH375622	JH375622.1
chrUn_JH375623	JH375623.1
chrUn_JH375624	JH375624.1
chrUn_JH375625	JH375625.1
chrUn_JH375626	JH375626.1
chrUn_JH375627	JH375627.1
chrUn_JH375628	JH375628.1
chrUn_JH375629	JH375629.1
chrUn_JH375630	JH375630.1
chrUn_JH375631	JH375631.1
chrUn_JH375632	JH375632.1
chrUn_JH375633	JH375633.1
chrUn_JH375634	JH375634.1
chrUn_JH375635	JH375635.1
chrUn_JH375636	JH375636.1
chrUn_JH375637	JH375637.1
chrUn_JH375638	JH375638.1
chrUn_JH375639	JH375639.1
chrUn_JH375640	JH375640.1
chrUn_JH375641	JH375641.1
chrUn_JH375642	JH375642.1
chrUn_JH375643	JH375643.1
chrUn_JH375644	JH375644.1
chrUn_JH375645	JH375645.1
chrUn_JH375646	JH375646.1
chrUn_JH375647	JH375647.1
chrUn_JH375648	JH375648.1
chrUn_JH375649	JH375649.1
chrUn_JH375650	JH375650.1
chrUn_JH375651	JH375651.1
chrUn_JH375652	JH375652.1
chrUn_JH375653	JH375653.1
chrUn_JH375654	JH375654.1
chrUn_JH375655	JH375655.1
chrUn_JH375656	JH375656.1
chrUn_JH375657	JH375657.1
chrUn_JH375658	JH375658.1
chrUn_JH375659	JH375659.1
chrUn_JH375660	JH375660.1
chrUn_JH375661	JH375661.1
chrUn_JH375662	JH375662.1
chrUn_JH375663	JH375663.1
chrUn_JH375664	JH375664.1
chrUn_JH375665	JH375665.1
chrUn_JH375666	JH375666.1
chrUn_JH375667	JH375667.1
chrUn_JH375668	JH375668.1
chrUn_JH375669	JH375669.1
chrUn_JH375670	JH375670.1
chrUn_JH375671	JH375671.1
chrUn_JH375672	JH375672.1
chrUn_JH375673	JH375673.1
chrUn_JH375674	JH375674.1
chrUn_JH375675	JH375675.1
chrUn_JH375676	JH375676.1
chrUn_JH375677	JH375677.1
chrUn_JH375678	JH375678.1
chrUn_JH375679	JH375679.1
chrUn_JH375680	JH375680.1
chrUn_JH375681	JH375681.1
chrUn_JH375682	JH375682.1
chrUn_JH375683	JH375683.1
chrUn_JH375684	JH375684.1
chrUn_JH375685	JH375685.1
chrUn_JH375686	JH375686.1
chrUn_JH375687	JH375687.1
chrUn_JH375688	JH375688.1
chrUn_JH375689	JH375689.1
chrUn_JH375690	JH375690.1
chrUn_JH375691	JH375691.1
chrUn_JH375692	JH375692.1
chrUn_JH375693	JH375693.1
chrUn_JH375694	JH375694.1
chrUn_JH375695	JH375695.1
chrUn_JH375696	JH375696.1
chrUn_JH375697	JH375697.1
chrUn_JH375698	JH375698.1
chrUn_JH375699	JH375699.1
chrUn_JH375700	JH375700.1
chrUn_JH375701	JH375701.1
chrUn_JH375702	JH375702.1
chrUn_JH375703	JH375703.1
chrUn_JH375704	JH375704.1
chrUn_JH375705	JH375705.1
chrUn_JH375706	JH375706.1
chrUn_JH375707	JH375707.1
chrUn_JH375708	JH375708.1
chrUn_JH375709	JH375709.1
chrUn_JH375710	JH375710.1
chrUn_JH375711	JH375711.1
chrUn_JH375712	JH375712.1
chrUn_JH375713	JH375713.1
chrUn_JH375714	JH375714.1
chrUn_JH375715	JH375715.1
chrUn_JH375716	JH375716.1
chrUn_JH375717	JH375717.1
chrUn_JH375718	JH375718.1
chrUn_JH375719	JH375719.1
chrUn_JH375720	JH375720.1
chrUn_JH375721	JH375721.1
chrUn_JH375722	JH375722.1
chrUn_JH375723	JH375723.1
chrUn_JH375724	JH375724.1
chrUn_JH375725	JH375725.1
chrUn_JH375726	JH375726.1
chrUn_JH375727	JH375727.1
chrUn_JH375728	JH375728.1
chrUn_JH375729	JH375729.1
chrUn_JH375730	JH375730.1
chrUn_JH375731	JH375731.1
chrUn_JH375732	JH375732.1
chrUn_JH375733	JH375733.1
chrUn_JH375734	JH375734.1
chrUn_JH375735	JH375735.1
chrUn_JH375736	JH375736.1
chrUn_JH375737	JH375737.1
chrUn_JH375738	JH375738.1
chrUn_JH375739	JH375739.1
chrUn_JH375740	JH375740.1
chrUn_JH375741	JH375741.1
chrUn_JH375742	JH375742.1
chrUn_JH375743	JH375743.1
chrUn_JH375744	JH375744.1
chrUn_JH375745	JH375745.1
chrUn_JH375746	JH375746.1
chrUn_JH375747	JH375747.1
chrUn_JH375748	JH375748.1
chrUn_JH375749	JH375749.1
chrUn_JH375750	JH375750.1
chrUn_JH375751	JH375751.1
chrUn_JH375752	JH375752.1
chrUn_JH375753	JH375753.1
chrUn_JH375754	JH375754.1
chrUn_JH375755	JH375755.1
chrUn_JH375756	JH375756.1
chrUn_JH375757	JH375757.1
chrUn_JH375758	JH375758.1
chrUn_JH375759	JH375759.1
chrUn_JH375760	JH375760.1
chrUn_JH375761	JH375761.1
chrUn_JH375762	JH375762.1
chrUn_JH375763	JH375763.1
chrUn_JH375764	JH375764.1
chrUn_JH375765	JH375765.1
chrUn_JH375766	JH375766.1
chrUn_JH375767	JH375767.1
chrUn_JH375768	JH375768.1
chrUn_JH375769	JH375769.1
chrUn_JH375770	JH375770.1
chrUn_JH375771	JH375771.1
chrUn_JH375772	JH375772.1
chrUn_JH375773	JH375773.1
chrUn_JH375774	JH375774.1
chrUn_JH375775	JH375775.1
chrUn_JH375776	JH375776.1
chrUn_JH375777	JH375777.1
chrUn_JH375778	JH375778.1
chrUn_JH375779	JH375779.1
chrUn_JH375780	JH375780.1
chrUn_JH375781	JH375781.1
chrUn_JH375782	JH375782.1
chrUn_JH375783	JH375783.1
chrUn_JH375784	JH375784.1
chrUn_JH375785	JH375785.1
chrUn_JH375786	JH375786.1
chrUn_JH375787	JH375787.1
chrUn_JH375788	JH375788.1
chrUn_JH375789	JH375789.1
chrUn_JH375790	JH375790.1
chrUn_JH375791	JH375791.1
chrUn_JH375792	JH375792.1
chrUn_JH375793	JH375793.1
chrUn_JH375794	JH375794.1
chrUn_JH375795	JH375795.1
chrUn_JH375796	JH375796.1
chrUn_JH375797	JH375797.1
chrUn_JH375798	JH375798.1
chrUn_JH375799	JH375799.1
chrUn_JH375800	JH375800.1
chrUn_JH375801	JH375801.1
chrUn_JH375802	JH375802.1
chrUn_JH375803	JH375803.1
chrUn_JH375804	JH375804.1
chrUn_JH375805	JH375805.1
chrUn_JH375806	JH375806.1
chrUn_JH375807	JH375807.1
chrUn_JH375808	JH375808.1
chrUn_JH375809	JH375809.1
chrUn_JH375810	JH375810.1
chrUn_JH375811	JH375811.1
chrUn_JH375812	JH375812.1
chrUn_JH375813	JH375813.1
chrUn_JH375814	JH375814.1
chrUn_JH375815	JH375815.1
chrUn_JH375816	JH375816.1
chrUn_JH375817	JH375817.1
chrUn_JH375818	JH375818.1
chrUn_JH375819	JH375819.1
chrUn_JH375820	JH375820.1
chrUn_JH375821	JH375821.1
chrUn_JH375822	JH375822.1
chrUn_JH375823	JH375823.1
chrUn_JH375824	JH375824.1
chrUn_JH375825	JH375825.1
chrUn_JH375826	JH375826.1
chrUn_JH375827	JH375827.1
chrUn_JH375828	JH375828.1
chrUn_JH375829	JH375829.1
chrUn_JH375830	JH375830.1
chrUn_JH375831	JH375831.1
chrUn_JH375832	JH375832.1
chrUn_JH375833	JH375833.1
chrUn_JH375834	JH375834.1
chrUn_JH375835	JH375835.1
chrUn_JH375836	JH375836.1
chrUn_JH375837	JH375837.1
chrUn_JH375838	JH375838.1
chrUn_JH375839	JH375839.1
chrUn_JH375840	JH375840.1
chrUn_JH375841	JH375841.1
chrUn_JH375842	JH375842.1
chrUn_JH375843	JH375843.1
chrUn_JH375844	JH375844.1
chrUn_JH375845	JH375845.1
chrUn_JH375846	JH375846.1
chrUn_JH375847	JH375847.1
chrUn_JH375848	JH375848.1
chrUn_JH375849	JH375849.1
chrUn_JH375850	JH375850.1
chrUn_JH375851	JH375851.1
chrUn_JH375852	JH375852.1
chrUn_JH375853	JH375853.1
chrUn_JH375854	JH375854.1
chrUn_JH375855	JH375855.1
chrUn_JH375856	JH375856.1
chrUn_JH375857	JH375857.1
chrUn_JH375858	JH375858.1
chrUn_JH375859	JH375859.1
chrUn_JH375860	JH375860.1
chrUn_JH375861	JH375861.1
chrUn_JH375862	JH375862.1
chrUn_JH375863	JH375863.1
chrUn_JH375864	JH375864.1
chrUn_JH375865	JH375865.1
chrUn_JH375866	JH375866.1
chrUn_JH375867	JH375867.1
chrUn_JH375868	JH375868.1
chrUn_JH375869	JH375869.1
chrUn_JH375870	JH375870.1
chrUn_JH375871	JH375871.1
chrUn_JH375872	JH375872.1
chrUn_JH375873	JH375873.1
chrUn_JH375874	JH375874.1
chrUn_JH375875	JH375875.1
chrUn_JH375876	JH375876.1
chrUn_JH375877	JH375877.1
chrUn_JH375878	JH375878.1
chrUn_JH375879	JH375879.1
chrUn_JH375880	JH375880.1
chrUn_JH375881	JH375881.1
chrUn_JH375882	JH375882.1
chrUn_JH375883	JH375883.1
chrUn_JH375884	JH375884.1
chrUn_JH375885	JH375885.1
chrUn_JH375886	JH375886.1
chrUn_JH375887	JH375887.1
chrUn_JH375888	JH375888.1
chrUn_JH375889	JH375889.1
chrUn_JH375890	JH375890.1
chrUn_JH375891	JH375891.1
chrUn_JH375892	JH375892.1
chrUn_JH375893	JH375893.1
chrUn_JH375894	JH375894.1
chrUn_JH375895	JH375895.1
chrUn_JH375896	JH375896.1
chrUn_JH375897	JH375897.1
chrUn_JH375898	JH375898.1
chrUn_JH375899	JH375899.1
chrUn_JH375900	JH375900.1
chrUn_JH375901	JH375901.1
chrUn_JH375902	JH375902.1
chrUn_JH375903	JH375903.1
chrUn_JH375904	JH375904.1
chrUn_JH375905	JH375905.1
chrUn_JH375906	JH375906.1
chrUn_JH375907	JH375907.1
chrUn_JH375908	JH375908.1
chrUn_JH375909	JH375909.1
chrUn_JH375910	JH375910.1
chrUn_JH375911	JH375911.1
chrUn_JH375912	JH375912.1
chrUn_JH375913	JH375913.1
chrUn_JH375914	JH375914.1
chrUn_JH375915	JH375915.1
chrUn_JH375916	JH375916.1
chrUn_JH375917	JH375917.1
chrUn_JH375918	JH375918.1
chrUn_JH375919	JH375919.1
chrUn_JH375920	JH375920.1
chrUn_JH375921	JH375921.1
chrUn_JH375922	JH375922.1
chrUn_JH375923	JH375923.1
chrUn_JH375924	JH375924.1
chrUn_JH375925	JH375925.1
chrUn_JH375926	JH375926.1
chrUn_JH375927	JH375927.1
chrUn_JH375928	JH375928.1
chrUn_JH375929	JH375929.1
chrUn_JH375930	JH375930.1
chrUn_JH375931	JH375931.1
chrUn_JH375932	JH375932.1
chrUn_JH375933	JH375933.1
chrUn_JH375934	JH375934.1
chrUn_JH375935	JH375935.1
chrUn_JH375936	JH375936.1
chrUn_JH375937	JH375937.1
chrUn_JH375938	JH375938.1
chrUn_JH375939	JH375939.1
chrUn_JH375940	JH375940.1
chrUn_JH375941	JH375941.1
chrUn_JH375942	JH375942.1
chrUn_JH375943	JH375943.1
chrUn_JH375944	JH375944.1
chrUn_JH375945	JH375945.1
chrUn_JH375946	JH375946.1
chrUn_JH375947	JH375947.1
chrUn_JH375948	JH375948.1
chrUn_JH375949	JH375949.1
chrUn_JH375950	JH375950.1
chrUn_JH375951	JH375951.1
chrUn_JH375952	JH375952.1
chrUn_JH375953	JH375953.1
chrUn_JH375954	JH375954.1
chrUn_JH375955	JH375955.1
chrUn_JH375956	JH375956.1
chrUn_JH375957	JH375957.1
chrUn_JH375958	JH375958.1
chrUn_JH375959	JH375959.1
chrUn_JH375960	JH375960.1
chrUn_JH375961	JH375961.1
chrUn_JH375962	JH375962.1
chrUn_JH375963	JH375963.1
chrUn_JH375964	JH375964.1
chrUn_JH375965	JH375965.1
chrUn_JH375966	JH375966.1
chrUn_JH375967	JH375967.1
chrUn_JH375968	JH375968.1
chrUn_JH375969	JH375969.1
chrUn_JH375970	JH375970.1
chrUn_JH375971	JH375971.1
chrUn_JH375972	JH375972.1
chrUn_JH375973	JH375973.1
chrUn_JH375974	JH375974.1
chrUn_JH375975	JH375975.1
chrUn_JH375976	JH375976.1
chrUn_JH375977	JH375977.1
chrUn_JH375978	JH375978.1
chrUn_JH375979	JH375979.1
chrUn_JH375980	JH375980.1
chrUn_JH375981	JH375981.1
chrUn_JH375982	JH375982.1
chrUn_JH375983	JH375983.1
chrUn_JH375984	JH375984.1
chrUn_JH375985	JH375985.1
chrUn_JH375986	JH375986.1
chrUn_JH375987	JH375987.1
chrUn_JH375988	JH375988.1
chrUn_JH375989	JH375989.1
chrUn_JH375990	JH375990.1
chrUn_JH375991	JH375991.1
chrUn_JH375992	JH375992.1
chrUn_JH375993	JH375993.1
chrUn_JH375994	JH375994.1
chrUn_JH375995	JH375995.1
chrUn_JH375996	JH375996.1
chrUn_JH375997	JH375997.1
chrUn_JH375998	JH375998.1
chrUn_JH375999	JH375999.1
chrUn_JH376000	JH376000.1
chrUn_JH376001	JH376001.1
chrUn_JH376002	JH376002.1
chrUn_JH376003	JH376003.1
chrUn_JH376004	JH376004.1
chrUn_JH376005	JH376005.1
chrUn_JH376006	JH376006.1
chrUn_JH376007	JH376007.1
chrUn_JH376008	JH376008.1
chrUn_JH376009	JH376009.1
chrUn_JH376010	JH376010.1
chrUn_JH376011	JH376011.1
chrUn_JH376012	JH376012.1
chrUn_JH376013	JH376013.1
chrUn_JH376014	JH376014.1
chrUn_JH376015	JH376015.1
chrUn_JH376016	JH376016.1
chrUn_JH376017	JH376017.1
chrUn_JH376018	JH376018.1
chrUn_JH376019	JH376019.1
chrUn_JH376020	JH376020.1
chrUn_JH376021	JH376021.1
chrUn_JH376022	JH376022.1
chrUn_JH376023	JH376023.1
chrUn_JH376024	JH376024.1
chrUn_JH376025	JH376025.1
chrUn_JH376026	JH376026.1
chrUn_JH376027	JH376027.1
chrUn_JH376028	JH376028.1
chrUn_JH376029	JH376029.1
chrUn_JH376030	JH376030.1
chrUn_JH376031	JH376031.1
chrUn_JH376032	JH376032.1
chrUn_JH376033	JH376033.1
chrUn_JH376034	JH376034.1
chrUn_JH376035	JH376035.1
chrUn_JH376036	JH376036.1
chrUn_JH376037	JH376037.1
chrUn_JH376038	JH376038.1
chrUn_JH376039	JH376039.1
chrUn_JH376040	JH376040.1
chrUn_JH376041	JH376041.1
chrUn_JH376042	JH376042.1
chrUn_JH376043	JH376043.1
chrUn_JH376044	JH376044.1
chrUn_JH376045	JH376045.1
chrUn_JH376046	JH376046.1
chrUn_JH376047	JH376047.1
chrUn_JH376048	JH376048.1
chrUn_JH376049	JH376049.1
chrUn_JH376050	JH376050.1
chrUn_JH376051	JH376051.1
chrUn_JH376052	JH376052.1
chrUn_JH376053	JH376053.1
chrUn_JH376054	JH376054.1
