chr1	1
Zv9_NA280	Zv9_NA280
Zv9_NA281	Zv9_NA281
Zv9_NA282	Zv9_NA282
Zv9_NA283	Zv9_NA283
Zv9_NA284	Zv9_NA284
Zv9_NA285	Zv9_NA285
Zv9_NA286	Zv9_NA286
Zv9_NA287	Zv9_NA287
Zv9_NA288	Zv9_NA288
Zv9_NA289	Zv9_NA289
Zv9_NA29	Zv9_NA29
Zv9_NA290	Zv9_NA290
Zv9_NA291	Zv9_NA291
Zv9_NA292	Zv9_NA292
Zv9_NA293	Zv9_NA293
Zv9_NA294	Zv9_NA294
Zv9_NA295	Zv9_NA295
Zv9_NA296	Zv9_NA296
Zv9_NA297	Zv9_NA297
Zv9_NA298	Zv9_NA298
Zv9_NA299	Zv9_NA299
Zv9_NA3	Zv9_NA3
Zv9_NA30	Zv9_NA30
Zv9_NA300	Zv9_NA300
Zv9_NA301	Zv9_NA301
Zv9_NA302	Zv9_NA302
Zv9_NA303	Zv9_NA303
Zv9_NA304	Zv9_NA304
Zv9_NA305	Zv9_NA305
Zv9_NA306	Zv9_NA306
Zv9_NA307	Zv9_NA307
Zv9_NA308	Zv9_NA308
Zv9_NA309	Zv9_NA309
Zv9_NA31	Zv9_NA31
Zv9_NA310	Zv9_NA310
Zv9_NA311	Zv9_NA311
Zv9_NA312	Zv9_NA312
Zv9_NA313	Zv9_NA313
Zv9_NA314	Zv9_NA314
Zv9_NA315	Zv9_NA315
Zv9_NA316	Zv9_NA316
Zv9_NA317	Zv9_NA317
Zv9_NA318	Zv9_NA318
Zv9_NA319	Zv9_NA319
Zv9_NA32	Zv9_NA32
Zv9_NA320	Zv9_NA320
Zv9_NA321	Zv9_NA321
Zv9_NA322	Zv9_NA322
Zv9_NA323	Zv9_NA323
Zv9_NA324	Zv9_NA324
Zv9_NA325	Zv9_NA325
Zv9_NA326	Zv9_NA326
Zv9_NA327	Zv9_NA327
Zv9_NA328	Zv9_NA328
Zv9_NA329	Zv9_NA329
Zv9_NA33	Zv9_NA33
Zv9_NA330	Zv9_NA330
Zv9_NA331	Zv9_NA331
Zv9_NA332	Zv9_NA332
Zv9_NA333	Zv9_NA333
Zv9_NA334	Zv9_NA334
Zv9_NA335	Zv9_NA335
Zv9_NA336	Zv9_NA336
Zv9_NA337	Zv9_NA337
Zv9_NA338	Zv9_NA338
Zv9_NA339	Zv9_NA339
Zv9_NA34	Zv9_NA34
Zv9_NA340	Zv9_NA340
Zv9_NA341	Zv9_NA341
Zv9_NA342	Zv9_NA342
Zv9_NA343	Zv9_NA343
Zv9_NA344	Zv9_NA344
Zv9_NA345	Zv9_NA345
Zv9_NA346	Zv9_NA346
Zv9_NA347	Zv9_NA347
Zv9_NA348	Zv9_NA348
Zv9_NA349	Zv9_NA349
Zv9_NA35	Zv9_NA35
Zv9_NA350	Zv9_NA350
Zv9_NA351	Zv9_NA351
Zv9_NA352	Zv9_NA352
Zv9_NA353	Zv9_NA353
Zv9_NA354	Zv9_NA354
Zv9_NA355	Zv9_NA355
Zv9_NA356	Zv9_NA356
Zv9_NA357	Zv9_NA357
Zv9_NA358	Zv9_NA358
Zv9_NA359	Zv9_NA359
Zv9_NA36	Zv9_NA36
Zv9_NA360	Zv9_NA360
Zv9_NA361	Zv9_NA361
Zv9_NA362	Zv9_NA362
Zv9_NA363	Zv9_NA363
Zv9_NA364	Zv9_NA364
Zv9_NA365	Zv9_NA365
Zv9_NA366	Zv9_NA366
Zv9_NA367	Zv9_NA367
Zv9_NA368	Zv9_NA368
Zv9_NA369	Zv9_NA369
Zv9_NA37	Zv9_NA37
Zv9_NA370	Zv9_NA370
Zv9_NA371	Zv9_NA371
Zv9_NA372	Zv9_NA372
Zv9_NA373	Zv9_NA373
Zv9_NA374	Zv9_NA374
Zv9_NA375	Zv9_NA375
Zv9_NA376	Zv9_NA376
Zv9_NA377	Zv9_NA377
Zv9_NA378	Zv9_NA378
Zv9_NA379	Zv9_NA379
Zv9_NA38	Zv9_NA38
Zv9_NA380	Zv9_NA380
Zv9_NA381	Zv9_NA381
Zv9_NA382	Zv9_NA382
Zv9_NA383	Zv9_NA383
Zv9_NA384	Zv9_NA384
Zv9_NA385	Zv9_NA385
Zv9_NA386	Zv9_NA386
Zv9_NA387	Zv9_NA387
Zv9_NA388	Zv9_NA388
Zv9_NA389	Zv9_NA389
Zv9_NA39	Zv9_NA39
Zv9_NA390	Zv9_NA390
Zv9_NA391	Zv9_NA391
Zv9_NA392	Zv9_NA392
Zv9_NA393	Zv9_NA393
Zv9_NA394	Zv9_NA394
Zv9_NA395	Zv9_NA395
Zv9_NA396	Zv9_NA396
Zv9_NA397	Zv9_NA397
Zv9_NA398	Zv9_NA398
Zv9_NA399	Zv9_NA399
Zv9_NA4	Zv9_NA4
Zv9_NA40	Zv9_NA40
Zv9_NA400	Zv9_NA400
Zv9_NA401	Zv9_NA401
Zv9_NA402	Zv9_NA402
Zv9_NA403	Zv9_NA403
Zv9_NA404	Zv9_NA404
Zv9_NA405	Zv9_NA405
Zv9_NA406	Zv9_NA406
Zv9_NA407	Zv9_NA407
Zv9_NA408	Zv9_NA408
Zv9_NA409	Zv9_NA409
Zv9_NA41	Zv9_NA41
Zv9_NA410	Zv9_NA410
Zv9_NA411	Zv9_NA411
Zv9_NA412	Zv9_NA412
Zv9_NA413	Zv9_NA413
Zv9_NA414	Zv9_NA414
Zv9_NA415	Zv9_NA415
Zv9_NA416	Zv9_NA416
Zv9_NA417	Zv9_NA417
Zv9_NA418	Zv9_NA418
Zv9_NA419	Zv9_NA419
Zv9_NA42	Zv9_NA42
Zv9_NA420	Zv9_NA420
Zv9_NA421	Zv9_NA421
Zv9_NA422	Zv9_NA422
Zv9_NA423	Zv9_NA423
Zv9_NA424	Zv9_NA424
Zv9_NA425	Zv9_NA425
Zv9_NA426	Zv9_NA426
Zv9_NA427	Zv9_NA427
Zv9_NA428	Zv9_NA428
Zv9_NA429	Zv9_NA429
Zv9_NA43	Zv9_NA43
Zv9_NA430	Zv9_NA430
Zv9_NA431	Zv9_NA431
Zv9_NA432	Zv9_NA432
Zv9_NA433	Zv9_NA433
Zv9_NA434	Zv9_NA434
Zv9_NA435	Zv9_NA435
Zv9_NA436	Zv9_NA436
Zv9_NA437	Zv9_NA437
Zv9_NA438	Zv9_NA438
Zv9_NA439	Zv9_NA439
Zv9_NA44	Zv9_NA44
Zv9_NA440	Zv9_NA440
Zv9_NA441	Zv9_NA441
Zv9_NA442	Zv9_NA442
Zv9_NA443	Zv9_NA443
Zv9_NA444	Zv9_NA444
Zv9_NA445	Zv9_NA445
Zv9_NA446	Zv9_NA446
Zv9_NA447	Zv9_NA447
Zv9_NA448	Zv9_NA448
Zv9_NA449	Zv9_NA449
Zv9_NA45	Zv9_NA45
Zv9_NA450	Zv9_NA450
Zv9_NA451	Zv9_NA451
Zv9_NA452	Zv9_NA452
Zv9_NA453	Zv9_NA453
Zv9_NA454	Zv9_NA454
Zv9_NA455	Zv9_NA455
Zv9_NA456	Zv9_NA456
Zv9_NA457	Zv9_NA457
Zv9_NA458	Zv9_NA458
Zv9_NA459	Zv9_NA459
Zv9_NA46	Zv9_NA46
Zv9_NA460	Zv9_NA460
Zv9_NA461	Zv9_NA461
Zv9_NA462	Zv9_NA462
Zv9_NA463	Zv9_NA463
Zv9_NA464	Zv9_NA464
Zv9_NA465	Zv9_NA465
Zv9_NA466	Zv9_NA466
Zv9_NA468	Zv9_NA468
Zv9_NA469	Zv9_NA469
Zv9_NA47	Zv9_NA47
Zv9_NA470	Zv9_NA470
Zv9_NA471	Zv9_NA471
Zv9_NA472	Zv9_NA472
Zv9_NA473	Zv9_NA473
Zv9_NA474	Zv9_NA474
Zv9_NA475	Zv9_NA475
Zv9_NA476	Zv9_NA476
Zv9_NA477	Zv9_NA477
Zv9_NA478	Zv9_NA478
Zv9_NA479	Zv9_NA479
Zv9_NA48	Zv9_NA48
Zv9_NA480	Zv9_NA480
Zv9_NA481	Zv9_NA481
Zv9_NA482	Zv9_NA482
Zv9_NA483	Zv9_NA483
Zv9_NA484	Zv9_NA484
Zv9_NA485	Zv9_NA485
Zv9_NA486	Zv9_NA486
Zv9_NA487	Zv9_NA487
Zv9_NA488	Zv9_NA488
Zv9_NA489	Zv9_NA489
Zv9_NA49	Zv9_NA49
Zv9_NA490	Zv9_NA490
Zv9_NA491	Zv9_NA491
Zv9_NA492	Zv9_NA492
Zv9_NA493	Zv9_NA493
Zv9_NA494	Zv9_NA494
Zv9_NA495	Zv9_NA495
Zv9_NA496	Zv9_NA496
Zv9_NA497	Zv9_NA497
Zv9_NA498	Zv9_NA498
Zv9_NA499	Zv9_NA499
Zv9_NA5	Zv9_NA5
Zv9_NA50	Zv9_NA50
Zv9_NA500	Zv9_NA500
Zv9_NA501	Zv9_NA501
Zv9_NA502	Zv9_NA502
Zv9_NA503	Zv9_NA503
Zv9_NA504	Zv9_NA504
Zv9_NA505	Zv9_NA505
Zv9_NA506	Zv9_NA506
Zv9_NA507	Zv9_NA507
Zv9_NA508	Zv9_NA508
Zv9_NA509	Zv9_NA509
Zv9_NA51	Zv9_NA51
Zv9_NA510	Zv9_NA510
Zv9_NA511	Zv9_NA511
Zv9_NA512	Zv9_NA512
Zv9_NA513	Zv9_NA513
Zv9_NA514	Zv9_NA514
Zv9_NA515	Zv9_NA515
Zv9_NA516	Zv9_NA516
Zv9_NA517	Zv9_NA517
Zv9_NA518	Zv9_NA518
Zv9_NA519	Zv9_NA519
Zv9_NA52	Zv9_NA52
Zv9_NA520	Zv9_NA520
Zv9_NA521	Zv9_NA521
Zv9_NA522	Zv9_NA522
Zv9_NA523	Zv9_NA523
Zv9_NA524	Zv9_NA524
Zv9_NA525	Zv9_NA525
Zv9_NA526	Zv9_NA526
Zv9_NA527	Zv9_NA527
Zv9_NA528	Zv9_NA528
Zv9_NA529	Zv9_NA529
Zv9_NA53	Zv9_NA53
Zv9_NA530	Zv9_NA530
Zv9_NA531	Zv9_NA531
Zv9_NA532	Zv9_NA532
Zv9_NA533	Zv9_NA533
Zv9_NA534	Zv9_NA534
Zv9_NA535	Zv9_NA535
Zv9_NA536	Zv9_NA536
Zv9_NA537	Zv9_NA537
Zv9_NA538	Zv9_NA538
Zv9_NA539	Zv9_NA539
Zv9_NA54	Zv9_NA54
Zv9_NA540	Zv9_NA540
Zv9_NA541	Zv9_NA541
Zv9_NA542	Zv9_NA542
Zv9_NA543	Zv9_NA543
Zv9_NA544	Zv9_NA544
Zv9_NA545	Zv9_NA545
Zv9_NA546	Zv9_NA546
Zv9_NA547	Zv9_NA547
Zv9_NA548	Zv9_NA548
Zv9_NA549	Zv9_NA549
Zv9_NA55	Zv9_NA55
Zv9_NA550	Zv9_NA550
Zv9_NA551	Zv9_NA551
Zv9_NA552	Zv9_NA552
Zv9_NA553	Zv9_NA553
Zv9_NA554	Zv9_NA554
Zv9_NA555	Zv9_NA555
Zv9_NA556	Zv9_NA556
Zv9_NA557	Zv9_NA557
Zv9_NA558	Zv9_NA558
Zv9_NA559	Zv9_NA559
Zv9_NA56	Zv9_NA56
Zv9_NA560	Zv9_NA560
Zv9_NA561	Zv9_NA561
Zv9_NA562	Zv9_NA562
Zv9_NA563	Zv9_NA563
Zv9_NA564	Zv9_NA564
Zv9_NA565	Zv9_NA565
Zv9_NA566	Zv9_NA566
Zv9_NA567	Zv9_NA567
Zv9_NA568	Zv9_NA568
Zv9_NA569	Zv9_NA569
Zv9_NA57	Zv9_NA57
Zv9_NA570	Zv9_NA570
Zv9_NA571	Zv9_NA571
Zv9_NA572	Zv9_NA572
Zv9_NA573	Zv9_NA573
Zv9_NA574	Zv9_NA574
Zv9_NA575	Zv9_NA575
Zv9_NA576	Zv9_NA576
Zv9_NA577	Zv9_NA577
Zv9_NA578	Zv9_NA578
Zv9_NA579	Zv9_NA579
Zv9_NA58	Zv9_NA58
Zv9_NA580	Zv9_NA580
Zv9_NA581	Zv9_NA581
Zv9_NA582	Zv9_NA582
Zv9_NA583	Zv9_NA583
Zv9_NA584	Zv9_NA584
Zv9_NA585	Zv9_NA585
Zv9_NA586	Zv9_NA586
Zv9_NA587	Zv9_NA587
Zv9_NA588	Zv9_NA588
Zv9_NA589	Zv9_NA589
Zv9_NA59	Zv9_NA59
Zv9_NA590	Zv9_NA590
Zv9_NA591	Zv9_NA591
Zv9_NA592	Zv9_NA592
Zv9_NA593	Zv9_NA593
Zv9_NA594	Zv9_NA594
Zv9_NA595	Zv9_NA595
Zv9_NA596	Zv9_NA596
Zv9_NA597	Zv9_NA597
Zv9_NA598	Zv9_NA598
Zv9_NA599	Zv9_NA599
Zv9_NA6	Zv9_NA6
Zv9_NA60	Zv9_NA60
Zv9_NA600	Zv9_NA600
Zv9_NA601	Zv9_NA601
Zv9_NA602	Zv9_NA602
Zv9_NA603	Zv9_NA603
Zv9_NA604	Zv9_NA604
Zv9_NA605	Zv9_NA605
Zv9_NA606	Zv9_NA606
Zv9_NA607	Zv9_NA607
Zv9_NA608	Zv9_NA608
Zv9_NA609	Zv9_NA609
Zv9_NA61	Zv9_NA61
Zv9_NA610	Zv9_NA610
Zv9_NA611	Zv9_NA611
Zv9_NA612	Zv9_NA612
Zv9_NA613	Zv9_NA613
Zv9_NA614	Zv9_NA614
Zv9_NA615	Zv9_NA615
Zv9_NA616	Zv9_NA616
Zv9_NA617	Zv9_NA617
Zv9_NA618	Zv9_NA618
Zv9_NA619	Zv9_NA619
Zv9_NA62	Zv9_NA62
Zv9_NA620	Zv9_NA620
Zv9_NA621	Zv9_NA621
Zv9_NA622	Zv9_NA622
Zv9_NA623	Zv9_NA623
Zv9_NA624	Zv9_NA624
Zv9_NA625	Zv9_NA625
Zv9_NA626	Zv9_NA626
Zv9_NA627	Zv9_NA627
Zv9_NA628	Zv9_NA628
Zv9_NA629	Zv9_NA629
Zv9_NA63	Zv9_NA63
Zv9_NA630	Zv9_NA630
Zv9_NA631	Zv9_NA631
Zv9_NA632	Zv9_NA632
Zv9_NA633	Zv9_NA633
Zv9_NA634	Zv9_NA634
Zv9_NA635	Zv9_NA635
Zv9_NA636	Zv9_NA636
Zv9_NA637	Zv9_NA637
Zv9_NA638	Zv9_NA638
Zv9_NA639	Zv9_NA639
Zv9_NA64	Zv9_NA64
Zv9_NA640	Zv9_NA640
Zv9_NA641	Zv9_NA641
Zv9_NA642	Zv9_NA642
Zv9_NA643	Zv9_NA643
Zv9_NA644	Zv9_NA644
Zv9_NA645	Zv9_NA645
Zv9_NA646	Zv9_NA646
Zv9_NA647	Zv9_NA647
Zv9_NA648	Zv9_NA648
Zv9_NA649	Zv9_NA649
Zv9_NA65	Zv9_NA65
Zv9_NA650	Zv9_NA650
Zv9_NA651	Zv9_NA651
Zv9_NA652	Zv9_NA652
Zv9_NA653	Zv9_NA653
Zv9_NA654	Zv9_NA654
Zv9_NA655	Zv9_NA655
Zv9_NA656	Zv9_NA656
Zv9_NA657	Zv9_NA657
Zv9_NA658	Zv9_NA658
Zv9_NA659	Zv9_NA659
Zv9_NA66	Zv9_NA66
Zv9_NA660	Zv9_NA660
Zv9_NA661	Zv9_NA661
Zv9_NA662	Zv9_NA662
Zv9_NA663	Zv9_NA663
Zv9_NA666	Zv9_NA666
Zv9_NA667	Zv9_NA667
Zv9_NA668	Zv9_NA668
Zv9_NA669	Zv9_NA669
Zv9_NA67	Zv9_NA67
Zv9_NA670	Zv9_NA670
Zv9_NA671	Zv9_NA671
Zv9_NA672	Zv9_NA672
Zv9_NA673	Zv9_NA673
Zv9_NA674	Zv9_NA674
Zv9_NA675	Zv9_NA675
Zv9_NA676	Zv9_NA676
Zv9_NA677	Zv9_NA677
Zv9_NA678	Zv9_NA678
Zv9_NA679	Zv9_NA679
Zv9_NA68	Zv9_NA68
Zv9_NA680	Zv9_NA680
Zv9_NA681	Zv9_NA681
Zv9_NA682	Zv9_NA682
Zv9_NA683	Zv9_NA683
Zv9_NA684	Zv9_NA684
Zv9_NA685	Zv9_NA685
Zv9_NA686	Zv9_NA686
Zv9_NA687	Zv9_NA687
Zv9_NA688	Zv9_NA688
Zv9_NA689	Zv9_NA689
Zv9_NA69	Zv9_NA69
Zv9_NA690	Zv9_NA690
Zv9_NA691	Zv9_NA691
Zv9_NA692	Zv9_NA692
Zv9_NA693	Zv9_NA693
Zv9_NA694	Zv9_NA694
Zv9_NA695	Zv9_NA695
Zv9_NA696	Zv9_NA696
Zv9_NA697	Zv9_NA697
Zv9_NA698	Zv9_NA698
Zv9_NA699	Zv9_NA699
Zv9_NA7	Zv9_NA7
Zv9_NA70	Zv9_NA70
Zv9_NA700	Zv9_NA700
Zv9_NA701	Zv9_NA701
Zv9_NA702	Zv9_NA702
Zv9_NA703	Zv9_NA703
Zv9_NA704	Zv9_NA704
Zv9_NA705	Zv9_NA705
Zv9_NA706	Zv9_NA706
Zv9_NA707	Zv9_NA707
Zv9_NA708	Zv9_NA708
Zv9_NA709	Zv9_NA709
Zv9_NA71	Zv9_NA71
Zv9_NA710	Zv9_NA710
Zv9_NA711	Zv9_NA711
Zv9_NA712	Zv9_NA712
Zv9_NA713	Zv9_NA713
Zv9_NA714	Zv9_NA714
Zv9_NA715	Zv9_NA715
Zv9_NA716	Zv9_NA716
Zv9_NA717	Zv9_NA717
Zv9_NA718	Zv9_NA718
Zv9_NA719	Zv9_NA719
Zv9_NA72	Zv9_NA72
Zv9_NA720	Zv9_NA720
Zv9_NA721	Zv9_NA721
Zv9_NA722	Zv9_NA722
Zv9_NA723	Zv9_NA723
Zv9_NA724	Zv9_NA724
Zv9_NA725	Zv9_NA725
Zv9_NA726	Zv9_NA726
Zv9_NA727	Zv9_NA727
Zv9_NA728	Zv9_NA728
Zv9_NA729	Zv9_NA729
Zv9_NA73	Zv9_NA73
Zv9_NA730	Zv9_NA730
Zv9_NA731	Zv9_NA731
Zv9_NA732	Zv9_NA732
Zv9_NA733	Zv9_NA733
Zv9_NA734	Zv9_NA734
Zv9_NA735	Zv9_NA735
Zv9_NA736	Zv9_NA736
Zv9_NA737	Zv9_NA737
Zv9_NA738	Zv9_NA738
Zv9_NA739	Zv9_NA739
Zv9_NA74	Zv9_NA74
Zv9_NA740	Zv9_NA740
Zv9_NA741	Zv9_NA741
Zv9_NA742	Zv9_NA742
Zv9_NA743	Zv9_NA743
Zv9_NA744	Zv9_NA744
Zv9_NA745	Zv9_NA745
Zv9_NA746	Zv9_NA746
Zv9_NA747	Zv9_NA747
Zv9_NA748	Zv9_NA748
Zv9_NA749	Zv9_NA749
Zv9_NA75	Zv9_NA75
Zv9_NA750	Zv9_NA750
Zv9_NA751	Zv9_NA751
Zv9_NA752	Zv9_NA752
Zv9_NA753	Zv9_NA753
Zv9_NA754	Zv9_NA754
Zv9_NA755	Zv9_NA755
Zv9_NA756	Zv9_NA756
Zv9_NA757	Zv9_NA757
Zv9_NA758	Zv9_NA758
Zv9_NA759	Zv9_NA759
Zv9_NA76	Zv9_NA76
Zv9_NA760	Zv9_NA760
Zv9_NA761	Zv9_NA761
Zv9_NA762	Zv9_NA762
Zv9_NA763	Zv9_NA763
Zv9_NA764	Zv9_NA764
Zv9_NA765	Zv9_NA765
Zv9_NA766	Zv9_NA766
Zv9_NA767	Zv9_NA767
Zv9_NA768	Zv9_NA768
Zv9_NA769	Zv9_NA769
Zv9_NA77	Zv9_NA77
Zv9_NA770	Zv9_NA770
Zv9_NA771	Zv9_NA771
Zv9_NA772	Zv9_NA772
Zv9_NA773	Zv9_NA773
Zv9_NA774	Zv9_NA774
Zv9_NA775	Zv9_NA775
Zv9_NA776	Zv9_NA776
Zv9_NA777	Zv9_NA777
Zv9_NA778	Zv9_NA778
Zv9_NA779	Zv9_NA779
Zv9_NA78	Zv9_NA78
Zv9_NA780	Zv9_NA780
Zv9_NA781	Zv9_NA781
Zv9_NA782	Zv9_NA782
Zv9_NA783	Zv9_NA783
Zv9_NA784	Zv9_NA784
Zv9_NA785	Zv9_NA785
Zv9_NA786	Zv9_NA786
Zv9_NA787	Zv9_NA787
Zv9_NA788	Zv9_NA788
Zv9_NA789	Zv9_NA789
Zv9_NA79	Zv9_NA79
Zv9_NA790	Zv9_NA790
Zv9_NA791	Zv9_NA791
Zv9_NA792	Zv9_NA792
Zv9_NA793	Zv9_NA793
