1	chr1
KN149840.1	chrUn_KN149840v1
KN149841.1	chrUn_KN149841v1
KN149843.1	chrUn_KN149843v1
KN149844.1	chrUn_KN149844v1
KN149846.1	chrUn_KN149846v1
KN149847.1	chrUn_KN149847v1
KN149848.1	chrUn_KN149848v1
KN149849.1	chrUn_KN149849v1
KN149850.1	chrUn_KN149850v1
KN149851.1	chrUn_KN149851v1
KN149852.1	chrUn_KN149852v1
KN149853.1	chrUn_KN149853v1
KN149854.1	chrUn_KN149854v1
KN149855.1	chrUn_KN149855v1
KN149856.1	chrUn_KN149856v1
KN149857.1	chrUn_KN149857v1
KN149859.1	chrUn_KN149859v1
KN149860.1	chrUn_KN149860v1
KN149861.1	chrUn_KN149861v1
KN149862.1	chrUn_KN149862v1
KN149863.1	chrUn_KN149863v1
KN149864.1	chrUn_KN149864v1
KN149865.1	chrUn_KN149865v1
KN149866.1	chrUn_KN149866v1
KN149867.1	chrUn_KN149867v1
KN149871.1	chrUn_KN149871v1
KN149872.1	chrUn_KN149872v1
KN149873.1	chrUn_KN149873v1
KN149874.1	chrUn_KN149874v1
KN149876.1	chrUn_KN149876v1
KN149878.1	chrUn_KN149878v1
KN149879.1	chrUn_KN149879v1
KN149880.1	chrUn_KN149880v1
KN149881.1	chrUn_KN149881v1
KN149882.1	chrUn_KN149882v1
KN149883.1	chrUn_KN149883v1
KN149884.1	chrUn_KN149884v1
KN149885.1	chrUn_KN149885v1
KN149887.1	chrUn_KN149887v1
KN149888.1	chrUn_KN149888v1
KN149889.1	chrUn_KN149889v1
KN149890.1	chrUn_KN149890v1
KN149892.1	chrUn_KN149892v1
KN149893.1	chrUn_KN149893v1
KN149895.1	chrUn_KN149895v1
KN149896.1	chrUn_KN149896v1
KN149897.1	chrUn_KN149897v1
KN149899.1	chrUn_KN149899v1
KN149900.1	chrUn_KN149900v1
KN149901.1	chrUn_KN149901v1
KN149903.1	chrUn_KN149903v1
KN149904.1	chrUn_KN149904v1
KN149905.1	chrUn_KN149905v1
KN149906.1	chrUn_KN149906v1
KN149907.1	chrUn_KN149907v1
KN149908.1	chrUn_KN149908v1
KN149909.1	chrUn_KN149909v1
KN149912.1	chrUn_KN149912v1
KN149913.1	chrUn_KN149913v1
KN149914.1	chrUn_KN149914v1
KN149915.1	chrUn_KN149915v1
KN149916.1	chrUn_KN149916v1
KN149917.1	chrUn_KN149917v1
KN149919.1	chrUn_KN149919v1
KN149921.1	chrUn_KN149921v1
KN149922.1	chrUn_KN149922v1
KN149923.1	chrUn_KN149923v1
KN149924.1	chrUn_KN149924v1
KN149925.1	chrUn_KN149925v1
KN149926.1	chrUn_KN149926v1
KN149927.1	chrUn_KN149927v1
KN149928.1	chrUn_KN149928v1
KN149931.1	chrUn_KN149931v1
KN149932.1	chrUn_KN149932v1
KN149933.1	chrUn_KN149933v1
KN149935.1	chrUn_KN149935v1
KN149936.1	chrUn_KN149936v1
KN149937.1	chrUn_KN149937v1
KN149938.1	chrUn_KN149938v1
KN149939.1	chrUn_KN149939v1
KN149940.1	chrUn_KN149940v1
KN149941.1	chrUn_KN149941v1
KN149943.1	chrUn_KN149943v1
KN149944.1	chrUn_KN149944v1
KN149946.1	chrUn_KN149946v1
KN149948.1	chrUn_KN149948v1
KN149949.1	chrUn_KN149949v1
KN149950.1	chrUn_KN149950v1
KN149951.1	chrUn_KN149951v1
KN149953.1	chrUn_KN149953v1
KN149955.1	chrUn_KN149955v1
KN149956.1	chrUn_KN149956v1
KN149957.1	chrUn_KN149957v1
KN149958.1	chrUn_KN149958v1
KN149959.1	chrUn_KN149959v1
KN149960.1	chrUn_KN149960v1
KN149961.1	chrUn_KN149961v1
KN149965.1	chrUn_KN149965v1
KN149967.1	chrUn_KN149967v1
KN149968.1	chrUn_KN149968v1
KN149969.1	chrUn_KN149969v1
KN149970.1	chrUn_KN149970v1
KN149971.1	chrUn_KN149971v1
KN149973.1	chrUn_KN149973v1
KN149974.1	chrUn_KN149974v1
KN149976.1	chrUn_KN149976v1
KN149977.2	chrUn_KN149977v2
KN149978.1	chrUn_KN149978v1
KN149979.1	chrUn_KN149979v1
KN149980.1	chrUn_KN149980v1
KN149981.1	chrUn_KN149981v1
KN149982.1	chrUn_KN149982v1
KN149983.1	chrUn_KN149983v1
KN149984.1	chrUn_KN149984v1
KN149988.1	chrUn_KN149988v1
KN149989.1	chrUn_KN149989v1
KN149990.1	chrUn_KN149990v1
KN149991.1	chrUn_KN149991v1
KN149992.1	chrUn_KN149992v1
KN149993.1	chrUn_KN149993v1
KN149995.1	chrUn_KN149995v1
KN149996.1	chrUn_KN149996v1
KN149997.1	chrUn_KN149997v1
KN149998.1	chrUn_KN149998v1
KN149999.1	chrUn_KN149999v1
KN150000.1	chrUn_KN150000v1
KN150002.1	chrUn_KN150002v1
KN150004.2	chrUn_KN150004v2
KN150005.1	chrUn_KN150005v1
KN150006.1	chrUn_KN150006v1
KN150007.1	chrUn_KN150007v1
KN150008.1	chrUn_KN150008v1
KN150009.1	chrUn_KN150009v1
KN150011.1	chrUn_KN150011v1
KN150012.1	chrUn_KN150012v1
KN150013.1	chrUn_KN150013v1
KN150014.1	chrUn_KN150014v1
KN150015.1	chrUn_KN150015v1
KN150016.1	chrUn_KN150016v1
KN150017.1	chrUn_KN150017v1
KN150018.1	chrUn_KN150018v1
KN150019.2	chrUn_KN150019v2
KN150020.1	chrUn_KN150020v1
KN150021.1	chrUn_KN150021v1
KN150022.1	chrUn_KN150022v1
KN150023.1	chrUn_KN150023v1
KN150024.1	chrUn_KN150024v1
KN150025.1	chrUn_KN150025v1
KN150028.1	chrUn_KN150028v1
KN150029.1	chrUn_KN150029v1
KN150030.1	chrUn_KN150030v1
KN150031.1	chrUn_KN150031v1
KN150032.1	chrUn_KN150032v1
KN150033.1	chrUn_KN150033v1
KN150034.1	chrUn_KN150034v1
KN150035.1	chrUn_KN150035v1
KN150037.1	chrUn_KN150037v1
KN150038.1	chrUn_KN150038v1
KN150039.1	chrUn_KN150039v1
KN150040.1	chrUn_KN150040v1
KN150041.2	chrUn_KN150041v2
KN150042.1	chrUn_KN150042v1
KN150043.1	chrUn_KN150043v1
KN150044.1	chrUn_KN150044v1
KN150045.2	chrUn_KN150045v2
KN150047.1	chrUn_KN150047v1
KN150048.1	chrUn_KN150048v1
KN150049.1	chrUn_KN150049v1
KN150051.1	chrUn_KN150051v1
KN150052.1	chrUn_KN150052v1
KN150054.1	chrUn_KN150054v1
KN150055.1	chrUn_KN150055v1
KN150056.1	chrUn_KN150056v1
KN150057.1	chrUn_KN150057v1
KN150058.1	chrUn_KN150058v1
KN150059.1	chrUn_KN150059v1
KN150060.1	chrUn_KN150060v1
KN150061.1	chrUn_KN150061v1
KN150062.1	chrUn_KN150062v1
KN150063.1	chrUn_KN150063v1
KN150064.1	chrUn_KN150064v1
KN150065.1	chrUn_KN150065v1
KN150066.1	chrUn_KN150066v1
KN150067.1	chrUn_KN150067v1
KN150068.1	chrUn_KN150068v1
KN150070.1	chrUn_KN150070v1
KN150071.1	chrUn_KN150071v1
KN150072.1	chrUn_KN150072v1
KN150073.1	chrUn_KN150073v1
KN150074.1	chrUn_KN150074v1
KN150076.1	chrUn_KN150076v1
KN150077.1	chrUn_KN150077v1
KN150078.1	chrUn_KN150078v1
KN150079.1	chrUn_KN150079v1
KN150080.1	chrUn_KN150080v1
KN150081.1	chrUn_KN150081v1
KN150082.1	chrUn_KN150082v1
KN150083.1	chrUn_KN150083v1
KN150084.1	chrUn_KN150084v1
KN150085.1	chrUn_KN150085v1
KN150086.1	chrUn_KN150086v1
KN150089.1	chrUn_KN150089v1
KN150090.1	chrUn_KN150090v1
KN150092.1	chrUn_KN150092v1
KN150093.1	chrUn_KN150093v1
KN150094.1	chrUn_KN150094v1
KN150095.1	chrUn_KN150095v1
KN150097.1	chrUn_KN150097v1
KN150098.1	chrUn_KN150098v1
KN150100.1	chrUn_KN150100v1
KN150102.1	chrUn_KN150102v1
KN150103.1	chrUn_KN150103v1
KN150104.1	chrUn_KN150104v1
KN150105.1	chrUn_KN150105v1
KN150106.1	chrUn_KN150106v1
KN150110.1	chrUn_KN150110v1
KN150111.1	chrUn_KN150111v1
KN150112.1	chrUn_KN150112v1
KN150113.1	chrUn_KN150113v1
KN150114.1	chrUn_KN150114v1
KN150115.1	chrUn_KN150115v1
KN150117.1	chrUn_KN150117v1
KN150118.1	chrUn_KN150118v1
KN150119.1	chrUn_KN150119v1
KN150120.1	chrUn_KN150120v1
KN150121.1	chrUn_KN150121v1
KN150122.1	chrUn_KN150122v1
KN150123.1	chrUn_KN150123v1
KN150125.1	chrUn_KN150125v1
KN150126.1	chrUn_KN150126v1
KN150127.1	chrUn_KN150127v1
KN150128.1	chrUn_KN150128v1
KN150130.1	chrUn_KN150130v1
KN150131.1	chrUn_KN150131v1
KN150132.1	chrUn_KN150132v1
KN150133.2	chrUn_KN150133v2
KN150134.1	chrUn_KN150134v1
KN150136.1	chrUn_KN150136v1
KN150137.1	chrUn_KN150137v1
KN150140.2	chrUn_KN150140v2
KN150141.1	chrUn_KN150141v1
KN150144.1	chrUn_KN150144v1
KN150145.1	chrUn_KN150145v1
KN150146.1	chrUn_KN150146v1
KN150147.1	chrUn_KN150147v1
KN150148.1	chrUn_KN150148v1
KN150150.1	chrUn_KN150150v1
KN150152.1	chrUn_KN150152v1
KN150154.1	chrUn_KN150154v1
KN150155.1	chrUn_KN150155v1
KN150156.1	chrUn_KN150156v1
KN150157.1	chrUn_KN150157v1
KN150158.1	chrUn_KN150158v1
KN150159.1	chrUn_KN150159v1
KN150160.1	chrUn_KN150160v1
KN150161.1	chrUn_KN150161v1
KN150162.1	chrUn_KN150162v1
KN150164.1	chrUn_KN150164v1
KN150165.1	chrUn_KN150165v1
KN150166.1	chrUn_KN150166v1
KN150167.1	chrUn_KN150167v1
KN150168.1	chrUn_KN150168v1
KN150170.1	chrUn_KN150170v1
KN150171.1	chrUn_KN150171v1
KN150172.1	chrUn_KN150172v1
KN150173.1	chrUn_KN150173v1
KN150174.1	chrUn_KN150174v1
KN150175.1	chrUn_KN150175v1
KN150176.1	chrUn_KN150176v1
KN150177.1	chrUn_KN150177v1
KN150179.1	chrUn_KN150179v1
KN150180.1	chrUn_KN150180v1
KN150181.1	chrUn_KN150181v1
KN150182.1	chrUn_KN150182v1
KN150183.1	chrUn_KN150183v1
KN150184.1	chrUn_KN150184v1
KN150185.1	chrUn_KN150185v1
KN150186.1	chrUn_KN150186v1
KN150187.1	chrUn_KN150187v1
KN150189.1	chrUn_KN150189v1
KN150190.1	chrUn_KN150190v1
KN150191.1	chrUn_KN150191v1
KN150193.1	chrUn_KN150193v1
KN150194.1	chrUn_KN150194v1
KN150195.1	chrUn_KN150195v1
KN150196.1	chrUn_KN150196v1
KN150197.1	chrUn_KN150197v1
KN150199.1	chrUn_KN150199v1
KN150200.1	chrUn_KN150200v1
KN150201.1	chrUn_KN150201v1
KN150202.1	chrUn_KN150202v1
KN150203.1	chrUn_KN150203v1
KN150204.1	chrUn_KN150204v1
KN150205.1	chrUn_KN150205v1
KN150206.1	chrUn_KN150206v1
KN150210.1	chrUn_KN150210v1
KN150211.1	chrUn_KN150211v1
KN150212.1	chrUn_KN150212v1
KN150213.1	chrUn_KN150213v1
KN150214.1	chrUn_KN150214v1
KN150215.1	chrUn_KN150215v1
KN150216.1	chrUn_KN150216v1
KN150217.1	chrUn_KN150217v1
KN150218.1	chrUn_KN150218v1
KN150219.1	chrUn_KN150219v1
KN150220.1	chrUn_KN150220v1
KN150221.1	chrUn_KN150221v1
KN150222.1	chrUn_KN150222v1
KN150224.1	chrUn_KN150224v1
KN150225.1	chrUn_KN150225v1
KN150226.1	chrUn_KN150226v1
KN150227.1	chrUn_KN150227v1
KN150228.1	chrUn_KN150228v1
KN150229.1	chrUn_KN150229v1
KN150230.1	chrUn_KN150230v1
KN150231.1	chrUn_KN150231v1
KN150232.1	chrUn_KN150232v1
KN150233.1	chrUn_KN150233v1
KN150234.1	chrUn_KN150234v1
KN150236.1	chrUn_KN150236v1
KN150237.1	chrUn_KN150237v1
KN150238.1	chrUn_KN150238v1
KN150240.1	chrUn_KN150240v1
KN150241.1	chrUn_KN150241v1
KN150242.1	chrUn_KN150242v1
KN150243.2	chrUn_KN150243v2
KN150244.1	chrUn_KN150244v1
KN150246.1	chrUn_KN150246v1
KN150248.1	chrUn_KN150248v1
KN150249.1	chrUn_KN150249v1
KN150250.1	chrUn_KN150250v1
KN150251.1	chrUn_KN150251v1
KN150252.1	chrUn_KN150252v1
KN150253.1	chrUn_KN150253v1
KN150254.1	chrUn_KN150254v1
KN150255.2	chrUn_KN150255v2
KN150257.1	chrUn_KN150257v1
KN150258.1	chrUn_KN150258v1
KN150259.1	chrUn_KN150259v1
KN150260.1	chrUn_KN150260v1
KN150263.1	chrUn_KN150263v1
KN150264.1	chrUn_KN150264v1
KN150265.1	chrUn_KN150265v1
KN150267.1	chrUn_KN150267v1
KN150268.1	chrUn_KN150268v1
KN150269.1	chrUn_KN150269v1
KN150270.1	chrUn_KN150270v1
KN150271.1	chrUn_KN150271v1
KN150272.1	chrUn_KN150272v1
KN150274.1	chrUn_KN150274v1
KN150275.1	chrUn_KN150275v1
KN150276.1	chrUn_KN150276v1
KN150278.1	chrUn_KN150278v1
KN150279.1	chrUn_KN150279v1
KN150280.1	chrUn_KN150280v1
KN150282.1	chrUn_KN150282v1
KN150283.1	chrUn_KN150283v1
KN150284.1	chrUn_KN150284v1
KN150285.1	chrUn_KN150285v1
KN150286.1	chrUn_KN150286v1
KN150287.1	chrUn_KN150287v1
KN150289.1	chrUn_KN150289v1
KN150290.1	chrUn_KN150290v1
KN150291.1	chrUn_KN150291v1
KN150292.1	chrUn_KN150292v1
KN150293.1	chrUn_KN150293v1
KN150296.1	chrUn_KN150296v1
KN150297.1	chrUn_KN150297v1
KN150299.1	chrUn_KN150299v1
KN150300.1	chrUn_KN150300v1
KN150301.1	chrUn_KN150301v1
KN150302.1	chrUn_KN150302v1
KN150303.1	chrUn_KN150303v1
KN150306.1	chrUn_KN150306v1
KN150307.1	chrUn_KN150307v1
KN150308.1	chrUn_KN150308v1
KN150309.1	chrUn_KN150309v1
KN150310.1	chrUn_KN150310v1
KN150311.1	chrUn_KN150311v1
KN150312.1	chrUn_KN150312v1
KN150313.1	chrUn_KN150313v1
KN150314.1	chrUn_KN150314v1
KN150315.1	chrUn_KN150315v1
KN150317.1	chrUn_KN150317v1
KN150318.1	chrUn_KN150318v1
KN150319.1	chrUn_KN150319v1
KN150320.1	chrUn_KN150320v1
KN150322.1	chrUn_KN150322v1
KN150323.1	chrUn_KN150323v1
KN150324.1	chrUn_KN150324v1
KN150325.1	chrUn_KN150325v1
KN150326.1	chrUn_KN150326v1
KN150327.1	chrUn_KN150327v1
KN150328.1	chrUn_KN150328v1
KN150329.1	chrUn_KN150329v1
KN150330.1	chrUn_KN150330v1
KN150331.1	chrUn_KN150331v1
KN150332.1	chrUn_KN150332v1
KN150333.1	chrUn_KN150333v1
KN150334.1	chrUn_KN150334v1
KN150335.1	chrUn_KN150335v1
KN150336.1	chrUn_KN150336v1
KN150337.1	chrUn_KN150337v1
KN150338.1	chrUn_KN150338v1
KN150340.1	chrUn_KN150340v1
KN150341.1	chrUn_KN150341v1
KN150342.1	chrUn_KN150342v1
KN150343.1	chrUn_KN150343v1
KN150344.1	chrUn_KN150344v1
KN150345.1	chrUn_KN150345v1
KN150347.1	chrUn_KN150347v1
KN150349.1	chrUn_KN150349v1
KN150350.1	chrUn_KN150350v1
KN150351.1	chrUn_KN150351v1
KN150352.2	chrUn_KN150352v2
KN150353.1	chrUn_KN150353v1
KN150354.1	chrUn_KN150354v1
KN150355.1	chrUn_KN150355v1
KN150357.1	chrUn_KN150357v1
KN150358.1	chrUn_KN150358v1
KN150360.1	chrUn_KN150360v1
KN150361.1	chrUn_KN150361v1
KN150362.1	chrUn_KN150362v1
KN150363.1	chrUn_KN150363v1
KN150364.1	chrUn_KN150364v1
KN150365.1	chrUn_KN150365v1
KN150366.1	chrUn_KN150366v1
KN150368.1	chrUn_KN150368v1
KN150369.1	chrUn_KN150369v1
KN150371.1	chrUn_KN150371v1
KN150372.1	chrUn_KN150372v1
KN150374.1	chrUn_KN150374v1
KN150375.1	chrUn_KN150375v1
KN150379.1	chrUn_KN150379v1
KN150380.1	chrUn_KN150380v1
KN150382.1	chrUn_KN150382v1
KN150383.1	chrUn_KN150383v1
KN150384.1	chrUn_KN150384v1
KN150385.1	chrUn_KN150385v1
KN150386.1	chrUn_KN150386v1
KN150387.1	chrUn_KN150387v1
KN150388.1	chrUn_KN150388v1
KN150389.1	chrUn_KN150389v1
KN150390.1	chrUn_KN150390v1
KN150392.1	chrUn_KN150392v1
KN150393.1	chrUn_KN150393v1
KN150394.1	chrUn_KN150394v1
KN150395.1	chrUn_KN150395v1
KN150396.1	chrUn_KN150396v1
KN150397.1	chrUn_KN150397v1
KN150398.1	chrUn_KN150398v1
KN150399.1	chrUn_KN150399v1
KN150400.1	chrUn_KN150400v1
KN150401.1	chrUn_KN150401v1
KN150403.1	chrUn_KN150403v1
KN150404.1	chrUn_KN150404v1
KN150405.1	chrUn_KN150405v1
KN150406.1	chrUn_KN150406v1
KN150407.1	chrUn_KN150407v1
KN150408.1	chrUn_KN150408v1
KN150411.1	chrUn_KN150411v1
KN150412.1	chrUn_KN150412v1
KN150413.1	chrUn_KN150413v1
KN150414.1	chrUn_KN150414v1
KN150416.1	chrUn_KN150416v1
KN150418.1	chrUn_KN150418v1
KN150419.1	chrUn_KN150419v1
KN150420.1	chrUn_KN150420v1
KN150421.1	chrUn_KN150421v1
KN150422.1	chrUn_KN150422v1
KN150425.1	chrUn_KN150425v1
KN150426.1	chrUn_KN150426v1
KN150428.1	chrUn_KN150428v1
KN150429.1	chrUn_KN150429v1
KN150430.1	chrUn_KN150430v1
KN150431.1	chrUn_KN150431v1
KN150432.1	chrUn_KN150432v1
KN150434.1	chrUn_KN150434v1
KN150436.1	chrUn_KN150436v1
KN150437.1	chrUn_KN150437v1
KN150439.1	chrUn_KN150439v1
KN150440.1	chrUn_KN150440v1
KN150441.1	chrUn_KN150441v1
KN150443.1	chrUn_KN150443v1
KN150444.1	chrUn_KN150444v1
KN150445.1	chrUn_KN150445v1
KN150446.1	chrUn_KN150446v1
KN150449.1	chrUn_KN150449v1
KN150450.1	chrUn_KN150450v1
KN150451.1	chrUn_KN150451v1
KN150452.1	chrUn_KN150452v1
KN150453.1	chrUn_KN150453v1
KN150454.1	chrUn_KN150454v1
KN150455.1	chrUn_KN150455v1
KN150458.1	chrUn_KN150458v1
KN150459.1	chrUn_KN150459v1
KN150462.1	chrUn_KN150462v1
KN150464.1	chrUn_KN150464v1
KN150465.1	chrUn_KN150465v1
KN150466.1	chrUn_KN150466v1
KN150467.1	chrUn_KN150467v1
KN150468.1	chrUn_KN150468v1
KN150469.1	chrUn_KN150469v1
KN150470.1	chrUn_KN150470v1
KN150471.1	chrUn_KN150471v1
KN150472.1	chrUn_KN150472v1
KN150473.1	chrUn_KN150473v1
KN150475.1	chrUn_KN150475v1
KN150476.1	chrUn_KN150476v1
KN150477.1	chrUn_KN150477v1
KN150478.1	chrUn_KN150478v1
KN150479.1	chrUn_KN150479v1
KN150481.1	chrUn_KN150481v1
KN150483.1	chrUn_KN150483v1
KN150484.1	chrUn_KN150484v1
KN150485.1	chrUn_KN150485v1
KN150486.1	chrUn_KN150486v1
KN150487.1	chrUn_KN150487v1
KN150488.1	chrUn_KN150488v1
KN150489.1	chrUn_KN150489v1
KN150490.1	chrUn_KN150490v1
KN150491.1	chrUn_KN150491v1
KN150492.2	chrUn_KN150492v2
KN150493.1	chrUn_KN150493v1
KN150494.1	chrUn_KN150494v1
KN150495.1	chrUn_KN150495v1
KN150499.1	chrUn_KN150499v1
KN150500.1	chrUn_KN150500v1
KN150501.1	chrUn_KN150501v1
KN150502.1	chrUn_KN150502v1
KN150503.1	chrUn_KN150503v1
KN150504.1	chrUn_KN150504v1
KN150505.1	chrUn_KN150505v1
KN150506.1	chrUn_KN150506v1
KN150508.1	chrUn_KN150508v1
KN150509.1	chrUn_KN150509v1
KN150510.1	chrUn_KN150510v1
KN150511.1	chrUn_KN150511v1
KN150513.1	chrUn_KN150513v1
KN150514.1	chrUn_KN150514v1
KN150515.1	chrUn_KN150515v1
KN150516.1	chrUn_KN150516v1
KN150517.1	chrUn_KN150517v1
KN150518.1	chrUn_KN150518v1
KN150519.1	chrUn_KN150519v1
KN150520.1	chrUn_KN150520v1
KN150521.1	chrUn_KN150521v1
KN150522.1	chrUn_KN150522v1
KN150523.1	chrUn_KN150523v1
KN150525.1	chrUn_KN150525v1
KN150526.1	chrUn_KN150526v1
KN150527.1	chrUn_KN150527v1
KN150528.1	chrUn_KN150528v1
KN150529.1	chrUn_KN150529v1
KN150530.1	chrUn_KN150530v1
KN150532.1	chrUn_KN150532v1
KN150534.1	chrUn_KN150534v1
KN150535.1	chrUn_KN150535v1
KN150536.1	chrUn_KN150536v1
KN150537.1	chrUn_KN150537v1
KN150538.1	chrUn_KN150538v1
KN150540.1	chrUn_KN150540v1
KN150541.1	chrUn_KN150541v1
KN150542.1	chrUn_KN150542v1
KN150543.1	chrUn_KN150543v1
KN150544.1	chrUn_KN150544v1
KN150545.1	chrUn_KN150545v1
KN150546.1	chrUn_KN150546v1
KN150547.1	chrUn_KN150547v1
KN150548.1	chrUn_KN150548v1
KN150549.1	chrUn_KN150549v1
KN150550.1	chrUn_KN150550v1
KN150551.1	chrUn_KN150551v1
KN150552.1	chrUn_KN150552v1
KN150553.1	chrUn_KN150553v1
KN150554.1	chrUn_KN150554v1
KN150555.1	chrUn_KN150555v1
KN150556.1	chrUn_KN150556v1
KN150557.1	chrUn_KN150557v1
KN150558.1	chrUn_KN150558v1
