1	chr1
AABR06109658.1	chr4_AABR06109658_random
AABR06109659.1	chr4_AABR06109659_random
AABR06109660.1	chr4_AABR06109660_random
AABR06109661.1	chr4_AABR06109661_random
AABR06109662.1	chr4_AABR06109662_random
AABR06109663.1	chr4_AABR06109663_random
AABR06109664.1	chr4_AABR06109664_random
AABR06109665.1	chr4_AABR06109665_random
AABR06109666.1	chr4_AABR06109666_random
AABR06109667.1	chr4_AABR06109667_random
AABR06109668.1	chr4_AABR06109668_random
AABR06109669.1	chr4_AABR06109669_random
AABR06109670.1	chr4_AABR06109670_random
AABR06109671.1	chr4_AABR06109671_random
AABR06109672.1	chr4_AABR06109672_random
AABR06109673.1	chr4_AABR06109673_random
AABR06109674.1	chr4_AABR06109674_random
AABR06109675.1	chr4_AABR06109675_random
AABR06109676.1	chr4_AABR06109676_random
AABR06109677.1	chr4_AABR06109677_random
AABR06109678.1	chr4_AABR06109678_random
AABR06109679.1	chr4_AABR06109679_random
AABR06109682.1	chr4_AABR06109682_random
AABR06109683.1	chr4_AABR06109683_random
AABR06109684.1	chr4_AABR06109684_random
AABR06109685.1	chr4_AABR06109685_random
AABR06109686.1	chr4_AABR06109686_random
AABR06109687.1	chr4_AABR06109687_random
AABR06109695.1	chr4_AABR06109695_random
AABR06109696.1	chr4_AABR06109696_random
AABR06109697.1	chr4_AABR06109697_random
AABR06109698.1	chr4_AABR06109698_random
AABR06109699.1	chr4_AABR06109699_random
AABR06109700.1	chr4_AABR06109700_random
AABR06109701.1	chr4_AABR06109701_random
AABR06109702.1	chr4_AABR06109702_random
AABR06109706.1	chr4_AABR06109706_random
AABR06109707.1	chr4_AABR06109707_random
AABR06109708.1	chr4_AABR06109708_random
AABR06109709.1	chr4_AABR06109709_random
AABR06109713.1	chr4_AABR06109713_random
AABR06109714.1	chr4_AABR06109714_random
AABR06109715.1	chr4_AABR06109715_random
AABR06109718.1	chr4_AABR06109718_random
AABR06109719.1	chr4_AABR06109719_random
AABR06109720.1	chr4_AABR06109720_random
AABR06109721.1	chr4_AABR06109721_random
AABR06109722.1	chr4_AABR06109722_random
AABR06109723.1	chr4_AABR06109723_random
AABR06109724.1	chr4_AABR06109724_random
AABR06109725.1	chr4_AABR06109725_random
AABR06109726.1	chr4_AABR06109726_random
AABR06109727.1	chr4_AABR06109727_random
AABR06109728.1	chr4_AABR06109728_random
AABR06109729.1	chr4_AABR06109729_random
AABR06109730.1	chr4_AABR06109730_random
AABR06109733.1	chr5_AABR06109733_random
AABR06109734.1	chr5_AABR06109734_random
AABR06109735.1	chr5_AABR06109735_random
AABR06109736.1	chr5_AABR06109736_random
AABR06109737.1	chr5_AABR06109737_random
AABR06109740.1	chr5_AABR06109740_random
AABR06109741.1	chr5_AABR06109741_random
AABR06109742.1	chr5_AABR06109742_random
AABR06109743.1	chr5_AABR06109743_random
AABR06109744.1	chr5_AABR06109744_random
AABR06109745.1	chr5_AABR06109745_random
AABR06109746.1	chr5_AABR06109746_random
AABR06109747.1	chr5_AABR06109747_random
AABR06109748.1	chr5_AABR06109748_random
AABR06109749.1	chr5_AABR06109749_random
AABR06109750.1	chr5_AABR06109750_random
AABR06109753.1	chr5_AABR06109753_random
AABR06109754.1	chr5_AABR06109754_random
AABR06109755.1	chr5_AABR06109755_random
AABR06109756.1	chr5_AABR06109756_random
AABR06109759.1	chr5_AABR06109759_random
AABR06109762.1	chr5_AABR06109762_random
AABR06109763.1	chr5_AABR06109763_random
AABR06109764.1	chr5_AABR06109764_random
AABR06109765.1	chr5_AABR06109765_random
AABR06109766.1	chr5_AABR06109766_random
AABR06109767.1	chr5_AABR06109767_random
AABR06109768.1	chr5_AABR06109768_random
AABR06109769.1	chr5_AABR06109769_random
AABR06109770.1	chr5_AABR06109770_random
AABR06109771.1	chr5_AABR06109771_random
AABR06109774.1	chr5_AABR06109774_random
AABR06109775.1	chr5_AABR06109775_random
AABR06109776.1	chr5_AABR06109776_random
AABR06109777.1	chr5_AABR06109777_random
AABR06109778.1	chr5_AABR06109778_random
AABR06109779.1	chr5_AABR06109779_random
AABR06109780.1	chr5_AABR06109780_random
AABR06109781.1	chr5_AABR06109781_random
AABR06109782.1	chr5_AABR06109782_random
AABR06109783.1	chr5_AABR06109783_random
AABR06109784.1	chr5_AABR06109784_random
AABR06109785.1	chr5_AABR06109785_random
AABR06109786.1	chr5_AABR06109786_random
AABR06109787.1	chr5_AABR06109787_random
AABR06109788.1	chr5_AABR06109788_random
AABR06109789.1	chr5_AABR06109789_random
AABR06109790.1	chr5_AABR06109790_random
AABR06109791.1	chr5_AABR06109791_random
AABR06109792.1	chr5_AABR06109792_random
AABR06109793.1	chr5_AABR06109793_random
AABR06109794.1	chr5_AABR06109794_random
AABR06109795.1	chr5_AABR06109795_random
AABR06109796.1	chr5_AABR06109796_random
AABR06109797.1	chr5_AABR06109797_random
AABR06109798.1	chr5_AABR06109798_random
AABR06109799.1	chr5_AABR06109799_random
AABR06109800.1	chr5_AABR06109800_random
AABR06109801.1	chr5_AABR06109801_random
AABR06109802.1	chr5_AABR06109802_random
AABR06109803.1	chr5_AABR06109803_random
AABR06109804.1	chr5_AABR06109804_random
AABR06109807.1	chr5_AABR06109807_random
AABR06109815.1	chr5_AABR06109815_random
AABR06109816.1	chr5_AABR06109816_random
AABR06109817.1	chr5_AABR06109817_random
AABR06109820.1	chr5_AABR06109820_random
AABR06109821.1	chr5_AABR06109821_random
AABR06109822.1	chr5_AABR06109822_random
AABR06109823.1	chr6_AABR06109823_random
AABR06109824.1	chr6_AABR06109824_random
AABR06109825.1	chr6_AABR06109825_random
AABR06109826.1	chr6_AABR06109826_random
AABR06109830.1	chr6_AABR06109830_random
AABR06109831.1	chr6_AABR06109831_random
AABR06109832.1	chr6_AABR06109832_random
AABR06109833.1	chr6_AABR06109833_random
AABR06109834.1	chr6_AABR06109834_random
AABR06109835.1	chr6_AABR06109835_random
AABR06109836.1	chr6_AABR06109836_random
AABR06109837.1	chr6_AABR06109837_random
AABR06109838.1	chr6_AABR06109838_random
AABR06109839.1	chr6_AABR06109839_random
AABR06109840.1	chr6_AABR06109840_random
AABR06109841.1	chr6_AABR06109841_random
AABR06109842.1	chr6_AABR06109842_random
AABR06109843.1	chr6_AABR06109843_random
AABR06109844.1	chr6_AABR06109844_random
AABR06109845.1	chr6_AABR06109845_random
AABR06109846.1	chr6_AABR06109846_random
AABR06109847.1	chr6_AABR06109847_random
AABR06109848.1	chr6_AABR06109848_random
AABR06109849.1	chr6_AABR06109849_random
AABR06109850.1	chr6_AABR06109850_random
AABR06109851.1	chr6_AABR06109851_random
AABR06109852.1	chr6_AABR06109852_random
AABR06109853.1	chr6_AABR06109853_random
AABR06109854.1	chr6_AABR06109854_random
AABR06109855.1	chr6_AABR06109855_random
AABR06109856.1	chr6_AABR06109856_random
AABR06109857.1	chr6_AABR06109857_random
AABR06109858.1	chr6_AABR06109858_random
AABR06109859.1	chr6_AABR06109859_random
AABR06109860.1	chr6_AABR06109860_random
AABR06109861.1	chr6_AABR06109861_random
AABR06109862.1	chr6_AABR06109862_random
AABR06109863.1	chr6_AABR06109863_random
AABR06109864.1	chr6_AABR06109864_random
AABR06109865.1	chr7_AABR06109865_random
AABR06109866.1	chr7_AABR06109866_random
AABR06109867.1	chr7_AABR06109867_random
AABR06109868.1	chr7_AABR06109868_random
AABR06109869.1	chr7_AABR06109869_random
AABR06109870.1	chr7_AABR06109870_random
AABR06109871.1	chr7_AABR06109871_random
AABR06109872.1	chr7_AABR06109872_random
AABR06109873.1	chr7_AABR06109873_random
AABR06109876.1	chr7_AABR06109876_random
AABR06109877.1	chr7_AABR06109877_random
AABR06109878.1	chr7_AABR06109878_random
AABR06109879.1	chr7_AABR06109879_random
AABR06109880.1	chr7_AABR06109880_random
AABR06109881.1	chr7_AABR06109881_random
AABR06109888.1	chr7_AABR06109888_random
AABR06109891.1	chr7_AABR06109891_random
AABR06109892.1	chr7_AABR06109892_random
AABR06109893.1	chr7_AABR06109893_random
AABR06109894.1	chr7_AABR06109894_random
AABR06109897.1	chr7_AABR06109897_random
AABR06109898.1	chr7_AABR06109898_random
AABR06109899.1	chr7_AABR06109899_random
AABR06109906.1	chr7_AABR06109906_random
AABR06109907.1	chr7_AABR06109907_random
AABR06109908.1	chr7_AABR06109908_random
AABR06109909.1	chr7_AABR06109909_random
AABR06109910.1	chr7_AABR06109910_random
AABR06109911.1	chr7_AABR06109911_random
AABR06109912.1	chr7_AABR06109912_random
AABR06109913.1	chr7_AABR06109913_random
AABR06109914.1	chr7_AABR06109914_random
AABR06109915.1	chr7_AABR06109915_random
AABR06109916.1	chr7_AABR06109916_random
AABR06109917.1	chr7_AABR06109917_random
AABR06109918.1	chr7_AABR06109918_random
AABR06109919.1	chr7_AABR06109919_random
AABR06109920.1	chr7_AABR06109920_random
AABR06109921.1	chr7_AABR06109921_random
AABR06109924.1	chr7_AABR06109924_random
AABR06109929.1	chr7_AABR06109929_random
AABR06109930.1	chr7_AABR06109930_random
AABR06109931.1	chr7_AABR06109931_random
AABR06109932.1	chr7_AABR06109932_random
AABR06109933.1	chr7_AABR06109933_random
AABR06109934.1	chr7_AABR06109934_random
AABR06109935.1	chr7_AABR06109935_random
AABR06109938.1	chr7_AABR06109938_random
AABR06109939.1	chr7_AABR06109939_random
AABR06109940.1	chr7_AABR06109940_random
AABR06109941.1	chr7_AABR06109941_random
AABR06109942.1	chr7_AABR06109942_random
AABR06109943.1	chr7_AABR06109943_random
AABR06109944.1	chr7_AABR06109944_random
AABR06109945.1	chr7_AABR06109945_random
AABR06109946.1	chr7_AABR06109946_random
AABR06109947.1	chr7_AABR06109947_random
AABR06109948.1	chr7_AABR06109948_random
AABR06109949.1	chr7_AABR06109949_random
AABR06109950.1	chr7_AABR06109950_random
AABR06109951.1	chr7_AABR06109951_random
AABR06109952.1	chr7_AABR06109952_random
AABR06109953.1	chr7_AABR06109953_random
AABR06109954.1	chr7_AABR06109954_random
AABR06109955.1	chr7_AABR06109955_random
AABR06109956.1	chr7_AABR06109956_random
AABR06109961.1	chr7_AABR06109961_random
AABR06109962.1	chr7_AABR06109962_random
AABR06109963.1	chr7_AABR06109963_random
AABR06109966.1	chr7_AABR06109966_random
AABR06109967.1	chr7_AABR06109967_random
AABR06109971.1	chr7_AABR06109971_random
AABR06109972.1	chr7_AABR06109972_random
AABR06109975.1	chr7_AABR06109975_random
AABR06109976.1	chr7_AABR06109976_random
AABR06109979.1	chr7_AABR06109979_random
AABR06109980.1	chr7_AABR06109980_random
AABR06109981.1	chr7_AABR06109981_random
AABR06109982.1	chr7_AABR06109982_random
AABR06109983.1	chr7_AABR06109983_random
AABR06109984.1	chr7_AABR06109984_random
AABR06109985.1	chr7_AABR06109985_random
AABR06109986.1	chr8_AABR06109986_random
AABR06109989.1	chr8_AABR06109989_random
AABR06109990.1	chr8_AABR06109990_random
AABR06109991.1	chr8_AABR06109991_random
AABR06109992.1	chr8_AABR06109992_random
AABR06109993.1	chr8_AABR06109993_random
AABR06109994.1	chr8_AABR06109994_random
AABR06109995.1	chr8_AABR06109995_random
AABR06109996.1	chr8_AABR06109996_random
AABR06109997.1	chr8_AABR06109997_random
AABR06109998.1	chr8_AABR06109998_random
AABR06109999.1	chr8_AABR06109999_random
AABR06110000.1	chr8_AABR06110000_random
AABR06110001.1	chr8_AABR06110001_random
AABR06110002.1	chr8_AABR06110002_random
AABR06110003.1	chr8_AABR06110003_random
AABR06110004.1	chr8_AABR06110004_random
AABR06110005.1	chr8_AABR06110005_random
AABR06110006.1	chr8_AABR06110006_random
AABR06110010.1	chr8_AABR06110010_random
AABR06110011.1	chr8_AABR06110011_random
AABR06110012.1	chr8_AABR06110012_random
AABR06110013.1	chr8_AABR06110013_random
AABR06110016.1	chr8_AABR06110016_random
AABR06110017.1	chr8_AABR06110017_random
AABR06110018.1	chr8_AABR06110018_random
AABR06110021.1	chr8_AABR06110021_random
AABR06110024.1	chr8_AABR06110024_random
AABR06110025.1	chr8_AABR06110025_random
AABR06110030.1	chr8_AABR06110030_random
AABR06110031.1	chr8_AABR06110031_random
AABR06110032.1	chr8_AABR06110032_random
AABR06110033.1	chr8_AABR06110033_random
AABR06110034.1	chr8_AABR06110034_random
AABR06110035.1	chr8_AABR06110035_random
AABR06110036.1	chr8_AABR06110036_random
AABR06110037.1	chr8_AABR06110037_random
AABR06110038.1	chr8_AABR06110038_random
AABR06110039.1	chr8_AABR06110039_random
AABR06110058.1	chr8_AABR06110058_random
AABR06110059.1	chr8_AABR06110059_random
AABR06110060.1	chr8_AABR06110060_random
AABR06110061.1	chr9_AABR06110061_random
AABR06110062.1	chr9_AABR06110062_random
AABR06110063.1	chr9_AABR06110063_random
AABR06110064.1	chr9_AABR06110064_random
AABR06110065.1	chr9_AABR06110065_random
AABR06110066.1	chr9_AABR06110066_random
AABR06110067.1	chr9_AABR06110067_random
AABR06110068.1	chr9_AABR06110068_random
AABR06110069.1	chr9_AABR06110069_random
AABR06110070.1	chr9_AABR06110070_random
AABR06110071.1	chr9_AABR06110071_random
AABR06110072.1	chr9_AABR06110072_random
AABR06110073.1	chr9_AABR06110073_random
AABR06110074.1	chr9_AABR06110074_random
AABR06110075.1	chr9_AABR06110075_random
AABR06110076.1	chr9_AABR06110076_random
AABR06110077.1	chr9_AABR06110077_random
AABR06110078.1	chr9_AABR06110078_random
AABR06110079.1	chr9_AABR06110079_random
AABR06110082.1	chr9_AABR06110082_random
AABR06110085.1	chr9_AABR06110085_random
AABR06110086.1	chr9_AABR06110086_random
AABR06110087.1	chr9_AABR06110087_random
AABR06110088.1	chr9_AABR06110088_random
AABR06110089.1	chr9_AABR06110089_random
AABR06110095.1	chr9_AABR06110095_random
AABR06110098.1	chr9_AABR06110098_random
AABR06110099.1	chr9_AABR06110099_random
AABR06110100.1	chr9_AABR06110100_random
AABR06110101.1	chr9_AABR06110101_random
AABR06110102.1	chr9_AABR06110102_random
AABR06110103.1	chr9_AABR06110103_random
AABR06110104.1	chr10_AABR06110104_random
AABR06110107.1	chr10_AABR06110107_random
AABR06110108.1	chr10_AABR06110108_random
AABR06110109.1	chr10_AABR06110109_random
AABR06110110.1	chr10_AABR06110110_random
AABR06110111.1	chr10_AABR06110111_random
AABR06110112.1	chr10_AABR06110112_random
AABR06110113.1	chr10_AABR06110113_random
AABR06110114.1	chr10_AABR06110114_random
AABR06110115.1	chr10_AABR06110115_random
AABR06110116.1	chr10_AABR06110116_random
AABR06110117.1	chr10_AABR06110117_random
AABR06110118.1	chr10_AABR06110118_random
AABR06110121.1	chr10_AABR06110121_random
AABR06110122.1	chr10_AABR06110122_random
AABR06110123.1	chr10_AABR06110123_random
AABR06110126.1	chr10_AABR06110126_random
AABR06110127.1	chr10_AABR06110127_random
AABR06110128.1	chr10_AABR06110128_random
AABR06110129.1	chr10_AABR06110129_random
AABR06110130.1	chr10_AABR06110130_random
AABR06110131.1	chr10_AABR06110131_random
AABR06110132.1	chr10_AABR06110132_random
AABR06110133.1	chr10_AABR06110133_random
AABR06110134.1	chr10_AABR06110134_random
AABR06110137.1	chr10_AABR06110137_random
AABR06110138.1	chr10_AABR06110138_random
AABR06110139.1	chr10_AABR06110139_random
AABR06110140.1	chr10_AABR06110140_random
AABR06110141.1	chr10_AABR06110141_random
AABR06110142.1	chr10_AABR06110142_random
AABR06110143.1	chr10_AABR06110143_random
AABR06110144.1	chr10_AABR06110144_random
AABR06110145.1	chr10_AABR06110145_random
AABR06110146.1	chr10_AABR06110146_random
AABR06110153.1	chr10_AABR06110153_random
AABR06110154.1	chr10_AABR06110154_random
AABR06110155.1	chr10_AABR06110155_random
AABR06110156.1	chr10_AABR06110156_random
AABR06110157.1	chr10_AABR06110157_random
AABR06110158.1	chr10_AABR06110158_random
AABR06110159.1	chr10_AABR06110159_random
AABR06110160.1	chr11_AABR06110160_random
AABR06110161.1	chr11_AABR06110161_random
AABR06110162.1	chr11_AABR06110162_random
AABR06110163.1	chr11_AABR06110163_random
AABR06110164.1	chr11_AABR06110164_random
AABR06110165.1	chr11_AABR06110165_random
AABR06110166.1	chr11_AABR06110166_random
AABR06110167.1	chr11_AABR06110167_random
AABR06110168.1	chr11_AABR06110168_random
AABR06110169.1	chr11_AABR06110169_random
AABR06110170.1	chr11_AABR06110170_random
AABR06110171.1	chr11_AABR06110171_random
AABR06110172.1	chr11_AABR06110172_random
AABR06110173.1	chr11_AABR06110173_random
AABR06110174.1	chr11_AABR06110174_random
AABR06110175.1	chr11_AABR06110175_random
AABR06110176.1	chr11_AABR06110176_random
AABR06110177.1	chr11_AABR06110177_random
AABR06110178.1	chr11_AABR06110178_random
AABR06110179.1	chr11_AABR06110179_random
AABR06110180.1	chr11_AABR06110180_random
AABR06110185.1	chr11_AABR06110185_random
AABR06110186.1	chr11_AABR06110186_random
AABR06110187.1	chr11_AABR06110187_random
AABR06110188.1	chr11_AABR06110188_random
AABR06110189.1	chr11_AABR06110189_random
AABR06110190.1	chr11_AABR06110190_random
