chr1	1
chrUn_NW_023637782v1	JACYVU010000646.1
chrUn_NW_023637783v1	JACYVU010000647.1
chrUn_NW_023637784v1	JACYVU010000648.1
chrUn_NW_023637785v1	JACYVU010000649.1
chrUn_NW_023637786v1	MU150204.1
chrUn_NW_023637787v1	JACYVU010000652.1
chrUn_NW_023637788v1	JACYVU010000653.1
chrUn_NW_023637789v1	JACYVU010000654.1
chrUn_NW_023637790v1	JACYVU010000655.1
chrUn_NW_023637791v1	MU150205.1
chrUn_NW_023637792v1	JACYVU010000658.1
chrUn_NW_023637793v1	MU150206.1
chrUn_NW_023637794v1	JACYVU010000661.1
chrUn_NW_023637795v1	JACYVU010000662.1
chrUn_NW_023637796v1	JACYVU010000663.1
chrUn_NW_023637797v1	JACYVU010000664.1
chrUn_NW_023637798v1	JACYVU010000665.1
chrUn_NW_023637799v1	MU150207.1
chrUn_NW_023637800v1	JACYVU010000668.1
chrUn_NW_023637801v1	JACYVU010000669.1
chrUn_NW_023637802v1	JACYVU010000670.1
chrUn_NW_023637803v1	JACYVU010000671.1
chrUn_NW_023637804v1	MU150208.1
chrUn_NW_023637805v1	JACYVU010000674.1
chrUn_NW_023637806v1	JACYVU010000675.1
chrUn_NW_023637807v1	JACYVU010000676.1
chrUn_NW_023637808v1	JACYVU010000677.1
chrUn_NW_023637809v1	JACYVU010000678.1
chrUn_NW_023637810v1	JACYVU010000679.1
chrUn_NW_023637811v1	JACYVU010000680.1
chrUn_NW_023637812v1	JACYVU010000681.1
chrUn_NW_023637813v1	JACYVU010000682.1
chrUn_NW_023637814v1	MU150209.1
chrUn_NW_023637815v1	MU150210.1
chrUn_NW_023637816v1	MU150211.1
chrUn_NW_023637817v1	JACYVU010000689.1
chrUn_NW_023637818v1	JACYVU010000690.1
chrUn_NW_023637819v1	MU150212.1
chrUn_NW_023637820v1	JACYVU010000693.1
chrUn_NW_023637821v1	MU150213.1
chrUn_NW_023637822v1	JACYVU010000696.1
chrUn_NW_023637823v1	MU150214.1
chrUn_NW_023637824v1	JACYVU010000699.1
chrUn_NW_023637825v1	JACYVU010000700.1
chrUn_NW_023637826v1	JACYVU010000701.1
chrUn_NW_023637827v1	JACYVU010000702.1
chrUn_NW_023637828v1	JACYVU010000703.1
chrUn_NW_023637829v1	JACYVU010000704.1
chrUn_NW_023637830v1	JACYVU010000705.1
chrUn_NW_023637831v1	JACYVU010000706.1
chrUn_NW_023637832v1	JACYVU010000707.1
chrUn_NW_023637833v1	MU150215.1
chrUn_NW_023637834v1	MU150216.1
chrUn_NW_023637835v1	MU150217.1
chrUn_NW_023637836v1	MU150218.1
chrUn_NW_023637837v1	MU150219.1
chrUn_NW_023637838v1	MU150220.1
chrUn_NW_023637839v1	MU150221.1
chrUn_NW_023637840v1	JACYVU010000727.1
chrUn_NW_023637841v1	JACYVU010000728.1
chrUn_NW_023637842v1	MU150222.1
chrUn_NW_023637843v1	JACYVU010000731.1
chrUn_NW_023637844v1	JACYVU010000732.1
chrUn_NW_023637845v1	MU150223.1
chrUn_NW_023637846v1	JACYVU010000735.1
chrUn_NW_023637847v1	JACYVU010000736.1
chrUn_NW_023637848v1	JACYVU010000737.1
chrUn_NW_023637849v1	JACYVU010000738.1
chrUn_NW_023637850v1	JACYVU010000739.1
chrUn_NW_023637851v1	JACYVU010000740.1
chrUn_NW_023637852v1	MU150224.1
chrUn_NW_023637853v1	JACYVU010000743.1
chrUn_NW_023637854v1	JACYVU010000744.1
chrUn_NW_023637855v1	MU150225.1
chrUn_NW_023637856v1	MU150226.1
chrUn_NW_023637857v1	JACYVU010000749.1
chrUn_NW_023637858v1	JACYVU010000750.1
chrUn_NW_023637859v1	MU150227.1
chrUn_NW_023637860v1	JACYVU010000753.1
chrUn_NW_023637861v1	JACYVU010000754.1
chrUn_NW_023637862v1	JACYVU010000755.1
chrUn_NW_023637863v1	JACYVU010000756.1
chrX	X
chrY	Y
chrY_NW_023637718v1_random	JACYVU010000493.1
chrY_NW_023637719v1_random	MU150190.1
chrY_NW_023637720v1_random	MU150191.1
chrY_NW_023637721v1_random	MU150192.1
chrY_NW_023637722v1_random	MU150193.1
