chr1	1
chrUn_AAEX03020959	AAEX03020959.1
chrUn_AAEX03020963	AAEX03020963.1
chrUn_AAEX03020982	AAEX03020982.1
chrUn_AAEX03020983	AAEX03020983.1
chrUn_AAEX03021041	AAEX03021041.1
chrUn_AAEX03021042	AAEX03021042.1
chrUn_AAEX03021043	AAEX03021043.1
chrUn_AAEX03021044	AAEX03021044.1
chrUn_AAEX03021070	AAEX03021070.1
chrUn_AAEX03021071	AAEX03021071.1
chrUn_AAEX03021077	AAEX03021077.1
chrUn_AAEX03021094	AAEX03021094.1
chrUn_AAEX03021108	AAEX03021108.1
chrUn_AAEX03021139	AAEX03021139.1
chrUn_AAEX03021187	AAEX03021187.1
chrUn_AAEX03021193	AAEX03021193.1
chrUn_AAEX03021208	AAEX03021208.1
chrUn_AAEX03021227	AAEX03021227.1
chrUn_AAEX03021268	AAEX03021268.1
chrUn_AAEX03021281	AAEX03021281.1
chrUn_AAEX03021282	AAEX03021282.1
chrUn_AAEX03021317	AAEX03021317.1
chrUn_AAEX03021318	AAEX03021318.1
chrUn_AAEX03021345	AAEX03021345.1
chrUn_AAEX03021372	AAEX03021372.1
chrUn_AAEX03021408	AAEX03021408.1
chrUn_AAEX03021437	AAEX03021437.1
chrUn_AAEX03021458	AAEX03021458.1
chrUn_AAEX03021463	AAEX03021463.1
chrUn_AAEX03021489	AAEX03021489.1
chrUn_AAEX03021504	AAEX03021504.1
chrUn_AAEX03021513	AAEX03021513.1
chrUn_AAEX03021540	AAEX03021540.1
chrUn_AAEX03021579	AAEX03021579.1
chrUn_AAEX03021599	AAEX03021599.1
chrUn_AAEX03021648	AAEX03021648.1
chrUn_AAEX03021649	AAEX03021649.1
chrUn_AAEX03021660	AAEX03021660.1
chrUn_AAEX03021682	AAEX03021682.1
chrUn_AAEX03021701	AAEX03021701.1
chrUn_AAEX03021719	AAEX03021719.1
chrUn_AAEX03021736	AAEX03021736.1
chrUn_AAEX03021737	AAEX03021737.1
chrUn_AAEX03021761	AAEX03021761.1
chrUn_AAEX03021790	AAEX03021790.1
chrUn_AAEX03021800	AAEX03021800.1
chrUn_AAEX03021807	AAEX03021807.1
chrUn_AAEX03021822	AAEX03021822.1
chrUn_AAEX03021841	AAEX03021841.1
chrUn_AAEX03021842	AAEX03021842.1
chrUn_AAEX03021849	AAEX03021849.1
chrUn_AAEX03021853	AAEX03021853.1
chrUn_AAEX03021854	AAEX03021854.1
chrUn_AAEX03021871	AAEX03021871.1
chrUn_AAEX03021919	AAEX03021919.1
chrUn_AAEX03021932	AAEX03021932.1
chrUn_AAEX03021979	AAEX03021979.1
chrUn_AAEX03021980	AAEX03021980.1
chrUn_AAEX03021981	AAEX03021981.1
chrUn_AAEX03022003	AAEX03022003.1
chrUn_AAEX03022020	AAEX03022020.1
chrUn_AAEX03022030	AAEX03022030.1
chrUn_AAEX03022031	AAEX03022031.1
chrUn_AAEX03022032	AAEX03022032.1
chrUn_AAEX03022033	AAEX03022033.1
chrUn_AAEX03022043	AAEX03022043.1
chrUn_AAEX03022044	AAEX03022044.1
chrUn_AAEX03022057	AAEX03022057.1
chrUn_AAEX03022060	AAEX03022060.1
chrUn_AAEX03022061	AAEX03022061.1
chrUn_AAEX03022062	AAEX03022062.1
chrUn_AAEX03022063	AAEX03022063.1
chrUn_AAEX03022069	AAEX03022069.1
chrUn_AAEX03022081	AAEX03022081.1
chrUn_AAEX03022082	AAEX03022082.1
chrUn_AAEX03022083	AAEX03022083.1
chrUn_AAEX03022093	AAEX03022093.1
chrUn_AAEX03022122	AAEX03022122.1
chrUn_AAEX03022123	AAEX03022123.1
chrUn_AAEX03022139	AAEX03022139.1
chrUn_AAEX03022140	AAEX03022140.1
chrUn_AAEX03022141	AAEX03022141.1
chrUn_AAEX03022149	AAEX03022149.1
chrUn_AAEX03022156	AAEX03022156.1
chrUn_AAEX03022157	AAEX03022157.1
chrUn_AAEX03022171	AAEX03022171.1
chrUn_AAEX03022189	AAEX03022189.1
chrUn_AAEX03022193	AAEX03022193.1
chrUn_AAEX03022194	AAEX03022194.1
chrUn_AAEX03022195	AAEX03022195.1
chrUn_AAEX03022202	AAEX03022202.1
chrUn_AAEX03022203	AAEX03022203.1
chrUn_AAEX03022204	AAEX03022204.1
chrUn_AAEX03022211	AAEX03022211.1
chrUn_AAEX03022212	AAEX03022212.1
chrUn_AAEX03022213	AAEX03022213.1
chrUn_AAEX03022216	AAEX03022216.1
chrUn_AAEX03022223	AAEX03022223.1
chrUn_AAEX03022239	AAEX03022239.1
chrUn_AAEX03022240	AAEX03022240.1
chrUn_AAEX03022241	AAEX03022241.1
chrUn_AAEX03022242	AAEX03022242.1
chrUn_AAEX03022243	AAEX03022243.1
chrUn_AAEX03022244	AAEX03022244.1
chrUn_AAEX03022256	AAEX03022256.1
chrUn_AAEX03022262	AAEX03022262.1
chrUn_AAEX03022277	AAEX03022277.1
chrUn_AAEX03022291	AAEX03022291.1
chrUn_AAEX03022299	AAEX03022299.1
chrUn_AAEX03022300	AAEX03022300.1
chrUn_AAEX03022301	AAEX03022301.1
chrUn_AAEX03022317	AAEX03022317.1
chrUn_AAEX03022329	AAEX03022329.1
chrUn_AAEX03022332	AAEX03022332.1
chrUn_AAEX03022348	AAEX03022348.1
chrUn_AAEX03022357	AAEX03022357.1
chrUn_AAEX03022358	AAEX03022358.1
chrUn_AAEX03022359	AAEX03022359.1
chrUn_AAEX03022368	AAEX03022368.1
chrUn_AAEX03022378	AAEX03022378.1
chrUn_AAEX03022381	AAEX03022381.1
chrUn_AAEX03022384	AAEX03022384.1
chrUn_AAEX03022390	AAEX03022390.1
chrUn_AAEX03022391	AAEX03022391.1
chrUn_AAEX03022392	AAEX03022392.1
chrUn_AAEX03022395	AAEX03022395.1
chrUn_AAEX03022415	AAEX03022415.1
chrUn_AAEX03022441	AAEX03022441.1
chrUn_AAEX03022442	AAEX03022442.1
chrUn_AAEX03022448	AAEX03022448.1
chrUn_AAEX03022456	AAEX03022456.1
chrUn_AAEX03022474	AAEX03022474.1
chrUn_AAEX03022475	AAEX03022475.1
chrUn_AAEX03022476	AAEX03022476.1
chrUn_AAEX03022477	AAEX03022477.1
chrUn_AAEX03022483	AAEX03022483.1
chrUn_AAEX03022489	AAEX03022489.1
chrUn_AAEX03022496	AAEX03022496.1
chrUn_AAEX03022555	AAEX03022555.1
chrUn_AAEX03022578	AAEX03022578.1
chrUn_AAEX03022579	AAEX03022579.1
chrUn_AAEX03022582	AAEX03022582.1
chrUn_AAEX03022592	AAEX03022592.1
chrUn_AAEX03022606	AAEX03022606.1
chrUn_AAEX03022624	AAEX03022624.1
chrUn_AAEX03022630	AAEX03022630.1
chrUn_AAEX03022651	AAEX03022651.1
chrUn_AAEX03022659	AAEX03022659.1
chrUn_AAEX03022691	AAEX03022691.1
chrUn_AAEX03022692	AAEX03022692.1
chrUn_AAEX03022706	AAEX03022706.1
chrUn_AAEX03022707	AAEX03022707.1
chrUn_AAEX03022712	AAEX03022712.1
chrUn_AAEX03022713	AAEX03022713.1
chrUn_AAEX03022724	AAEX03022724.1
chrUn_AAEX03022735	AAEX03022735.1
chrUn_AAEX03022738	AAEX03022738.1
chrUn_AAEX03022739	AAEX03022739.1
chrUn_AAEX03022740	AAEX03022740.1
chrUn_AAEX03022741	AAEX03022741.1
chrUn_AAEX03022742	AAEX03022742.1
chrUn_AAEX03022743	AAEX03022743.1
chrUn_AAEX03022744	AAEX03022744.1
chrUn_AAEX03022745	AAEX03022745.1
chrUn_AAEX03022754	AAEX03022754.1
chrUn_AAEX03022755	AAEX03022755.1
chrUn_AAEX03022756	AAEX03022756.1
chrUn_AAEX03022759	AAEX03022759.1
chrUn_AAEX03022760	AAEX03022760.1
chrUn_AAEX03022761	AAEX03022761.1
chrUn_AAEX03022764	AAEX03022764.1
chrUn_AAEX03022777	AAEX03022777.1
chrUn_AAEX03022778	AAEX03022778.1
chrUn_AAEX03022785	AAEX03022785.1
chrUn_AAEX03022786	AAEX03022786.1
chrUn_AAEX03022787	AAEX03022787.1
chrUn_AAEX03022788	AAEX03022788.1
chrUn_AAEX03022814	AAEX03022814.1
chrUn_AAEX03022820	AAEX03022820.1
chrUn_AAEX03022821	AAEX03022821.1
chrUn_AAEX03022822	AAEX03022822.1
chrUn_AAEX03022848	AAEX03022848.1
chrUn_AAEX03022849	AAEX03022849.1
chrUn_AAEX03022858	AAEX03022858.1
chrUn_AAEX03022862	AAEX03022862.1
chrUn_AAEX03022863	AAEX03022863.1
chrUn_AAEX03022866	AAEX03022866.1
chrUn_AAEX03022877	AAEX03022877.1
chrUn_AAEX03022878	AAEX03022878.1
chrUn_AAEX03022890	AAEX03022890.1
chrUn_AAEX03022898	AAEX03022898.1
chrUn_AAEX03022907	AAEX03022907.1
chrUn_AAEX03022908	AAEX03022908.1
chrUn_AAEX03022909	AAEX03022909.1
chrUn_AAEX03022915	AAEX03022915.1
chrUn_AAEX03022941	AAEX03022941.1
chrUn_AAEX03022944	AAEX03022944.1
chrUn_AAEX03022945	AAEX03022945.1
chrUn_AAEX03022980	AAEX03022980.1
chrUn_AAEX03022981	AAEX03022981.1
chrUn_AAEX03022987	AAEX03022987.1
chrUn_AAEX03022992	AAEX03022992.1
chrUn_AAEX03022993	AAEX03022993.1
chrUn_AAEX03022994	AAEX03022994.1
chrUn_AAEX03023002	AAEX03023002.1
chrUn_AAEX03023007	AAEX03023007.1
chrUn_AAEX03023018	AAEX03023018.1
chrUn_AAEX03023019	AAEX03023019.1
chrUn_AAEX03023030	AAEX03023030.1
chrUn_AAEX03023045	AAEX03023045.1
chrUn_AAEX03023050	AAEX03023050.1
chrUn_AAEX03023059	AAEX03023059.1
chrUn_AAEX03023060	AAEX03023060.1
chrUn_AAEX03023077	AAEX03023077.1
chrUn_AAEX03023078	AAEX03023078.1
chrUn_AAEX03023081	AAEX03023081.1
chrUn_AAEX03023082	AAEX03023082.1
chrUn_AAEX03023083	AAEX03023083.1
chrUn_AAEX03023097	AAEX03023097.1
chrUn_AAEX03023107	AAEX03023107.1
chrUn_AAEX03023108	AAEX03023108.1
chrUn_AAEX03023109	AAEX03023109.1
chrUn_AAEX03023110	AAEX03023110.1
chrUn_AAEX03023113	AAEX03023113.1
chrUn_AAEX03023114	AAEX03023114.1
chrUn_AAEX03023115	AAEX03023115.1
chrUn_AAEX03023128	AAEX03023128.1
chrUn_AAEX03023136	AAEX03023136.1
chrUn_AAEX03023156	AAEX03023156.1
chrUn_AAEX03023161	AAEX03023161.1
chrUn_AAEX03023169	AAEX03023169.1
chrUn_AAEX03023172	AAEX03023172.1
chrUn_AAEX03023173	AAEX03023173.1
chrUn_AAEX03023177	AAEX03023177.1
chrUn_AAEX03023183	AAEX03023183.1
chrUn_AAEX03023200	AAEX03023200.1
chrUn_AAEX03023201	AAEX03023201.1
chrUn_AAEX03023211	AAEX03023211.1
chrUn_AAEX03023212	AAEX03023212.1
chrUn_AAEX03023213	AAEX03023213.1
chrUn_AAEX03023229	AAEX03023229.1
chrUn_AAEX03023233	AAEX03023233.1
chrUn_AAEX03023234	AAEX03023234.1
chrUn_AAEX03023240	AAEX03023240.1
chrUn_AAEX03023249	AAEX03023249.1
chrUn_AAEX03023250	AAEX03023250.1
chrUn_AAEX03023257	AAEX03023257.1
chrUn_AAEX03023258	AAEX03023258.1
chrUn_AAEX03023275	AAEX03023275.1
chrUn_AAEX03023276	AAEX03023276.1
chrUn_AAEX03023286	AAEX03023286.1
chrUn_AAEX03023291	AAEX03023291.1
chrUn_AAEX03023315	AAEX03023315.1
chrUn_AAEX03023322	AAEX03023322.1
chrUn_AAEX03023323	AAEX03023323.1
chrUn_AAEX03023324	AAEX03023324.1
chrUn_AAEX03023325	AAEX03023325.1
chrUn_AAEX03023347	AAEX03023347.1
chrUn_AAEX03023355	AAEX03023355.1
chrUn_AAEX03023356	AAEX03023356.1
chrUn_AAEX03023357	AAEX03023357.1
chrUn_AAEX03023358	AAEX03023358.1
chrUn_AAEX03023365	AAEX03023365.1
chrUn_AAEX03023366	AAEX03023366.1
chrUn_AAEX03023367	AAEX03023367.1
chrUn_AAEX03023372	AAEX03023372.1
chrUn_AAEX03023373	AAEX03023373.1
chrUn_AAEX03023374	AAEX03023374.1
chrUn_AAEX03023381	AAEX03023381.1
chrUn_AAEX03023382	AAEX03023382.1
chrUn_AAEX03023386	AAEX03023386.1
chrUn_AAEX03023391	AAEX03023391.1
chrUn_AAEX03023392	AAEX03023392.1
chrUn_AAEX03023395	AAEX03023395.1
chrUn_AAEX03023396	AAEX03023396.1
chrUn_AAEX03023402	AAEX03023402.1
chrUn_AAEX03023424	AAEX03023424.1
chrUn_AAEX03023425	AAEX03023425.1
chrUn_AAEX03023426	AAEX03023426.1
chrUn_AAEX03023431	AAEX03023431.1
chrUn_AAEX03023434	AAEX03023434.1
chrUn_AAEX03023435	AAEX03023435.1
chrUn_AAEX03023436	AAEX03023436.1
chrUn_AAEX03023437	AAEX03023437.1
chrUn_AAEX03023448	AAEX03023448.1
chrUn_AAEX03023449	AAEX03023449.1
chrUn_AAEX03023450	AAEX03023450.1
chrUn_AAEX03023451	AAEX03023451.1
chrUn_AAEX03023452	AAEX03023452.1
chrUn_AAEX03023453	AAEX03023453.1
chrUn_AAEX03023460	AAEX03023460.1
chrUn_AAEX03023468	AAEX03023468.1
chrUn_AAEX03023475	AAEX03023475.1
chrUn_AAEX03023476	AAEX03023476.1
chrUn_AAEX03023484	AAEX03023484.1
chrUn_AAEX03023485	AAEX03023485.1
chrUn_AAEX03023488	AAEX03023488.1
chrUn_AAEX03023492	AAEX03023492.1
chrUn_AAEX03023493	AAEX03023493.1
chrUn_AAEX03023494	AAEX03023494.1
chrUn_AAEX03023504	AAEX03023504.1
chrUn_AAEX03023505	AAEX03023505.1
chrUn_AAEX03023506	AAEX03023506.1
chrUn_AAEX03023507	AAEX03023507.1
chrUn_AAEX03023508	AAEX03023508.1
chrUn_AAEX03023509	AAEX03023509.1
chrUn_AAEX03023514	AAEX03023514.1
chrUn_AAEX03023518	AAEX03023518.1
chrUn_AAEX03023519	AAEX03023519.1
chrUn_AAEX03023520	AAEX03023520.1
chrUn_AAEX03023521	AAEX03023521.1
chrUn_AAEX03023522	AAEX03023522.1
chrUn_AAEX03023523	AAEX03023523.1
chrUn_AAEX03023524	AAEX03023524.1
chrUn_AAEX03023529	AAEX03023529.1
chrUn_AAEX03023534	AAEX03023534.1
chrUn_AAEX03023535	AAEX03023535.1
chrUn_AAEX03023536	AAEX03023536.1
chrUn_AAEX03023537	AAEX03023537.1
chrUn_AAEX03023538	AAEX03023538.1
chrUn_AAEX03023542	AAEX03023542.1
chrUn_AAEX03023556	AAEX03023556.1
chrUn_AAEX03023557	AAEX03023557.1
chrUn_AAEX03023558	AAEX03023558.1
chrUn_AAEX03023559	AAEX03023559.1
chrUn_AAEX03023560	AAEX03023560.1
chrUn_AAEX03023563	AAEX03023563.1
chrUn_AAEX03023566	AAEX03023566.1
chrUn_AAEX03023572	AAEX03023572.1
chrUn_AAEX03023573	AAEX03023573.1
chrUn_AAEX03023576	AAEX03023576.1
chrUn_AAEX03023581	AAEX03023581.1
chrUn_AAEX03023582	AAEX03023582.1
chrUn_AAEX03023586	AAEX03023586.1
chrUn_AAEX03023587	AAEX03023587.1
chrUn_AAEX03023593	AAEX03023593.1
chrUn_AAEX03023594	AAEX03023594.1
chrUn_AAEX03023614	AAEX03023614.1
chrUn_AAEX03023615	AAEX03023615.1
chrUn_AAEX03023616	AAEX03023616.1
chrUn_AAEX03023617	AAEX03023617.1
chrUn_AAEX03023618	AAEX03023618.1
chrUn_AAEX03023624	AAEX03023624.1
chrUn_AAEX03023627	AAEX03023627.1
chrUn_AAEX03023628	AAEX03023628.1
chrUn_AAEX03023629	AAEX03023629.1
chrUn_AAEX03023639	AAEX03023639.1
chrUn_AAEX03023640	AAEX03023640.1
chrUn_AAEX03023641	AAEX03023641.1
chrUn_AAEX03023642	AAEX03023642.1
chrUn_AAEX03023643	AAEX03023643.1
chrUn_AAEX03023644	AAEX03023644.1
chrUn_AAEX03023645	AAEX03023645.1
chrUn_AAEX03023646	AAEX03023646.1
chrUn_AAEX03023647	AAEX03023647.1
chrUn_AAEX03023648	AAEX03023648.1
chrUn_AAEX03023651	AAEX03023651.1
chrUn_AAEX03023652	AAEX03023652.1
chrUn_AAEX03023663	AAEX03023663.1
chrUn_AAEX03023664	AAEX03023664.1
chrUn_AAEX03023665	AAEX03023665.1
chrUn_AAEX03023671	AAEX03023671.1
chrUn_AAEX03023677	AAEX03023677.1
chrUn_AAEX03023681	AAEX03023681.1
chrUn_AAEX03023686	AAEX03023686.1
chrUn_AAEX03023691	AAEX03023691.1
chrUn_AAEX03023692	AAEX03023692.1
chrUn_AAEX03023693	AAEX03023693.1
chrUn_AAEX03023694	AAEX03023694.1
chrUn_AAEX03023695	AAEX03023695.1
chrUn_AAEX03023696	AAEX03023696.1
chrUn_AAEX03023701	AAEX03023701.1
chrUn_AAEX03023702	AAEX03023702.1
chrUn_AAEX03023708	AAEX03023708.1
chrUn_AAEX03023724	AAEX03023724.1
chrUn_AAEX03023725	AAEX03023725.1
chrUn_AAEX03023726	AAEX03023726.1
chrUn_AAEX03023732	AAEX03023732.1
chrUn_AAEX03023735	AAEX03023735.1
chrUn_AAEX03023736	AAEX03023736.1
chrUn_AAEX03023737	AAEX03023737.1
chrUn_AAEX03023738	AAEX03023738.1
chrUn_AAEX03023741	AAEX03023741.1
chrUn_AAEX03023742	AAEX03023742.1
chrUn_AAEX03023743	AAEX03023743.1
chrUn_AAEX03023744	AAEX03023744.1
chrUn_AAEX03023745	AAEX03023745.1
chrUn_AAEX03023754	AAEX03023754.1
chrUn_AAEX03023755	AAEX03023755.1
chrUn_AAEX03023756	AAEX03023756.1
chrUn_AAEX03023757	AAEX03023757.1
chrUn_AAEX03023758	AAEX03023758.1
chrUn_AAEX03023759	AAEX03023759.1
chrUn_AAEX03023760	AAEX03023760.1
chrUn_AAEX03023761	AAEX03023761.1
chrUn_AAEX03023762	AAEX03023762.1
chrUn_AAEX03023763	AAEX03023763.1
chrUn_AAEX03023764	AAEX03023764.1
chrUn_AAEX03023765	AAEX03023765.1
chrUn_AAEX03023766	AAEX03023766.1
chrUn_AAEX03023767	AAEX03023767.1
chrUn_AAEX03023768	AAEX03023768.1
chrUn_AAEX03023769	AAEX03023769.1
chrUn_AAEX03023770	AAEX03023770.1
chrUn_AAEX03023771	AAEX03023771.1
chrUn_AAEX03023772	AAEX03023772.1
chrUn_AAEX03023773	AAEX03023773.1
chrUn_AAEX03023776	AAEX03023776.1
chrUn_AAEX03023777	AAEX03023777.1
chrUn_AAEX03023778	AAEX03023778.1
chrUn_AAEX03023779	AAEX03023779.1
chrUn_AAEX03023782	AAEX03023782.1
chrUn_AAEX03023783	AAEX03023783.1
chrUn_AAEX03023784	AAEX03023784.1
chrUn_AAEX03023785	AAEX03023785.1
chrUn_AAEX03023786	AAEX03023786.1
chrUn_AAEX03023787	AAEX03023787.1
chrUn_AAEX03023788	AAEX03023788.1
chrUn_AAEX03023794	AAEX03023794.1
chrUn_AAEX03023808	AAEX03023808.1
chrUn_AAEX03023809	AAEX03023809.1
chrUn_AAEX03023810	AAEX03023810.1
chrUn_AAEX03023811	AAEX03023811.1
chrUn_AAEX03023812	AAEX03023812.1
chrUn_AAEX03023813	AAEX03023813.1
chrUn_AAEX03023822	AAEX03023822.1
chrUn_AAEX03023823	AAEX03023823.1
chrUn_AAEX03023824	AAEX03023824.1
chrUn_AAEX03023825	AAEX03023825.1
chrUn_AAEX03023826	AAEX03023826.1
chrUn_AAEX03023827	AAEX03023827.1
chrUn_AAEX03023828	AAEX03023828.1
chrUn_AAEX03023829	AAEX03023829.1
chrUn_AAEX03023830	AAEX03023830.1
chrUn_AAEX03023831	AAEX03023831.1
chrUn_AAEX03023832	AAEX03023832.1
chrUn_AAEX03023836	AAEX03023836.1
chrUn_AAEX03023837	AAEX03023837.1
chrUn_AAEX03023840	AAEX03023840.1
chrUn_AAEX03023841	AAEX03023841.1
chrUn_AAEX03023842	AAEX03023842.1
chrUn_AAEX03023847	AAEX03023847.1
chrUn_AAEX03023848	AAEX03023848.1
chrUn_AAEX03023849	AAEX03023849.1
chrUn_AAEX03023850	AAEX03023850.1
chrUn_AAEX03023856	AAEX03023856.1
chrUn_AAEX03023857	AAEX03023857.1
chrUn_AAEX03023858	AAEX03023858.1
chrUn_AAEX03023859	AAEX03023859.1
chrUn_AAEX03023864	AAEX03023864.1
chrUn_AAEX03023872	AAEX03023872.1
chrUn_AAEX03023873	AAEX03023873.1
chrUn_AAEX03023874	AAEX03023874.1
chrUn_AAEX03023881	AAEX03023881.1
chrUn_AAEX03023882	AAEX03023882.1
chrUn_AAEX03023883	AAEX03023883.1
chrUn_AAEX03023884	AAEX03023884.1
chrUn_AAEX03023885	AAEX03023885.1
chrUn_AAEX03023886	AAEX03023886.1
chrUn_AAEX03023887	AAEX03023887.1
chrUn_AAEX03023888	AAEX03023888.1
chrUn_AAEX03023889	AAEX03023889.1
chrUn_AAEX03023892	AAEX03023892.1
chrUn_AAEX03023900	AAEX03023900.1
chrUn_AAEX03023901	AAEX03023901.1
chrUn_AAEX03023913	AAEX03023913.1
chrUn_AAEX03023920	AAEX03023920.1
chrUn_AAEX03023921	AAEX03023921.1
chrUn_AAEX03023922	AAEX03023922.1
chrUn_AAEX03023923	AAEX03023923.1
chrUn_AAEX03023924	AAEX03023924.1
chrUn_AAEX03023925	AAEX03023925.1
chrUn_AAEX03023926	AAEX03023926.1
chrUn_AAEX03023927	AAEX03023927.1
chrUn_AAEX03023928	AAEX03023928.1
chrUn_AAEX03023929	AAEX03023929.1
chrUn_AAEX03023933	AAEX03023933.1
chrUn_AAEX03023934	AAEX03023934.1
chrUn_AAEX03023935	AAEX03023935.1
chrUn_AAEX03023940	AAEX03023940.1
chrUn_AAEX03023945	AAEX03023945.1
chrUn_AAEX03023950	AAEX03023950.1
chrUn_AAEX03023951	AAEX03023951.1
chrUn_AAEX03023952	AAEX03023952.1
chrUn_AAEX03023960	AAEX03023960.1
chrUn_AAEX03023968	AAEX03023968.1
chrUn_AAEX03023969	AAEX03023969.1
chrUn_AAEX03023970	AAEX03023970.1
chrUn_AAEX03023971	AAEX03023971.1
chrUn_AAEX03023976	AAEX03023976.1
chrUn_AAEX03023980	AAEX03023980.1
chrUn_AAEX03023987	AAEX03023987.1
chrUn_AAEX03023988	AAEX03023988.1
chrUn_AAEX03023989	AAEX03023989.1
chrUn_AAEX03023990	AAEX03023990.1
chrUn_AAEX03023995	AAEX03023995.1
chrUn_AAEX03023999	AAEX03023999.1
chrUn_AAEX03024000	AAEX03024000.1
chrUn_AAEX03024005	AAEX03024005.1
chrUn_AAEX03024006	AAEX03024006.1
chrUn_AAEX03024011	AAEX03024011.1
chrUn_AAEX03024012	AAEX03024012.1
chrUn_AAEX03024013	AAEX03024013.1
chrUn_AAEX03024014	AAEX03024014.1
chrUn_AAEX03024015	AAEX03024015.1
chrUn_AAEX03024016	AAEX03024016.1
chrUn_AAEX03024020	AAEX03024020.1
chrUn_AAEX03024021	AAEX03024021.1
chrUn_AAEX03024022	AAEX03024022.1
chrUn_AAEX03024029	AAEX03024029.1
chrUn_AAEX03024034	AAEX03024034.1
chrUn_AAEX03024035	AAEX03024035.1
chrUn_AAEX03024036	AAEX03024036.1
chrUn_AAEX03024040	AAEX03024040.1
chrUn_AAEX03024041	AAEX03024041.1
chrUn_AAEX03024042	AAEX03024042.1
chrUn_AAEX03024043	AAEX03024043.1
chrUn_AAEX03024049	AAEX03024049.1
chrUn_AAEX03024050	AAEX03024050.1
chrUn_AAEX03024051	AAEX03024051.1
chrUn_AAEX03024052	AAEX03024052.1
chrUn_AAEX03024061	AAEX03024061.1
chrUn_AAEX03024062	AAEX03024062.1
chrUn_AAEX03024063	AAEX03024063.1
chrUn_AAEX03024064	AAEX03024064.1
chrUn_AAEX03024065	AAEX03024065.1
chrUn_AAEX03024070	AAEX03024070.1
chrUn_AAEX03024071	AAEX03024071.1
chrUn_AAEX03024072	AAEX03024072.1
chrUn_AAEX03024073	AAEX03024073.1
chrUn_AAEX03024074	AAEX03024074.1
chrUn_AAEX03024075	AAEX03024075.1
chrUn_AAEX03024076	AAEX03024076.1
