1	chr1
AABR07050911.1	chr17_AABR07050911v1_random
AABR07050912.1	chr17_AABR07050912v1_random
AABR07050916.1	chr17_AABR07050916v1_random
KL568083.1	chr17_KL568083v1_random
KL568084.1	chr17_KL568084v1_random
KL568085.1	chr17_KL568085v1_random
KL568086.1	chr17_KL568086v1_random
KL568087.1	chr17_KL568087v1_random
KL568088.1	chr17_KL568088v1_random
KL568089.1	chr17_KL568089v1_random
KL568090.1	chr17_KL568090v1_random
KL568091.1	chr17_KL568091v1_random
KL568092.1	chr17_KL568092v1_random
AABR07051098.1	chr18_AABR07051098v1_random
AABR07051099.1	chr18_AABR07051099v1_random
AABR07051126.1	chr18_AABR07051126v1_random
KL568093.1	chr18_KL568093v1_random
KL568094.1	chr18_KL568094v1_random
KL568095.1	chr18_KL568095v1_random
KL568096.1	chr18_KL568096v1_random
KL568097.1	chr18_KL568097v1_random
KL568098.1	chr18_KL568098v1_random
KL568099.1	chr18_KL568099v1_random
KL568100.1	chr19_KL568100v1_random
KL568101.1	chr19_KL568101v1_random
KL568102.1	chr19_KL568102v1_random
AABR07055056.1	chr20_AABR07055056v1_random
AABR07055065.1	chr20_AABR07055065v1_random
KL568103.1	chr20_KL568103v1_random
KL568104.1	chr20_KL568104v1_random
KL568105.1	chr20_KL568105v1_random
KL568106.1	chr20_KL568106v1_random
KL568107.1	chr20_KL568107v1_random
KL568108.1	chr20_KL568108v1_random
KL568109.1	chr20_KL568109v1_random
KL568110.1	chr20_KL568110v1_random
AABR07045681.1	chrX_AABR07045681v1_random
AABR07045688.1	chrX_AABR07045688v1_random
AABR07045689.1	chrX_AABR07045689v1_random
AABR07045742.1	chrX_AABR07045742v1_random
AABR07045743.1	chrX_AABR07045743v1_random
AABR07045766.1	chrX_AABR07045766v1_random
AABR07045776.1	chrX_AABR07045776v1_random
KL568111.1	chrX_KL568111v1_random
KL568112.1	chrX_KL568112v1_random
KL568113.1	chrX_KL568113v1_random
KL568114.1	chrX_KL568114v1_random
KL568115.1	chrX_KL568115v1_random
KL568116.1	chrX_KL568116v1_random
KL568117.1	chrX_KL568117v1_random
KL568118.1	chrX_KL568118v1_random
KL568119.1	chrX_KL568119v1_random
KL568120.1	chrX_KL568120v1_random
KL568121.1	chrX_KL568121v1_random
KL568122.1	chrX_KL568122v1_random
KL568123.1	chrX_KL568123v1_random
KL568124.1	chrX_KL568124v1_random
KL568125.1	chrX_KL568125v1_random
KL568126.1	chrX_KL568126v1_random
KL568127.1	chrX_KL568127v1_random
KL568128.1	chrX_KL568128v1_random
KL568129.1	chrX_KL568129v1_random
KL568130.1	chrX_KL568130v1_random
KL568131.1	chrX_KL568131v1_random
KL568132.1	chrX_KL568132v1_random
KL568133.1	chrX_KL568133v1_random
KL568134.1	chrX_KL568134v1_random
KL568135.1	chrX_KL568135v1_random
KL568136.1	chrX_KL568136v1_random
KL568137.1	chrX_KL568137v1_random
KL568138.1	chrX_KL568138v1_random
KL568139.1	chrY_KL568139v1_random
KL568140.1	chrY_KL568140v1_random
KL568141.1	chrY_KL568141v1_random
KL568142.1	chrY_KL568142v1_random
KL568143.1	chrY_KL568143v1_random
KL568144.1	chrY_KL568144v1_random
KL568145.1	chrY_KL568145v1_random
KL568146.1	chrY_KL568146v1_random
KL568147.1	chrY_KL568147v1_random
KL568148.1	chrY_KL568148v1_random
KL568149.1	chrY_KL568149v1_random
KL568150.1	chrY_KL568150v1_random
KL568151.1	chrY_KL568151v1_random
KL568152.1	chrY_KL568152v1_random
KL568153.1	chrY_KL568153v1_random
KL568154.1	chrY_KL568154v1_random
KL568155.1	chrY_KL568155v1_random
KL568156.1	chrY_KL568156v1_random
KL568157.1	chrY_KL568157v1_random
KL568158.1	chrY_KL568158v1_random
KL568159.1	chrY_KL568159v1_random
KL568160.1	chrY_KL568160v1_random
KL568161.1	chrY_KL568161v1_random
KL568162.1	chrY_KL568162v1_random
KL568163.1	chrY_KL568163v1_random
KL568164.1	chrY_KL568164v1_random
KL568165.1	chrY_KL568165v1_random
KL568166.1	chrY_KL568166v1_random
AABR07022239.1	chrUn_AABR07022239v1
AABR07022257.1	chrUn_AABR07022257v1
AABR07022258.1	chrUn_AABR07022258v1
AABR07022259.1	chrUn_AABR07022259v1
AABR07022263.1	chrUn_AABR07022263v1
AABR07022264.1	chrUn_AABR07022264v1
AABR07022265.1	chrUn_AABR07022265v1
AABR07022266.1	chrUn_AABR07022266v1
AABR07022273.1	chrUn_AABR07022273v1
AABR07022279.1	chrUn_AABR07022279v1
AABR07022284.1	chrUn_AABR07022284v1
AABR07022287.1	chrUn_AABR07022287v1
AABR07022288.1	chrUn_AABR07022288v1
AABR07022298.1	chrUn_AABR07022298v1
AABR07022299.1	chrUn_AABR07022299v1
AABR07022300.1	chrUn_AABR07022300v1
AABR07022301.1	chrUn_AABR07022301v1
AABR07022304.1	chrUn_AABR07022304v1
AABR07022333.1	chrUn_AABR07022333v1
AABR07022334.1	chrUn_AABR07022334v1
AABR07022335.1	chrUn_AABR07022335v1
AABR07022336.1	chrUn_AABR07022336v1
AABR07022337.1	chrUn_AABR07022337v1
AABR07022342.1	chrUn_AABR07022342v1
AABR07022350.1	chrUn_AABR07022350v1
AABR07022359.1	chrUn_AABR07022359v1
AABR07022367.1	chrUn_AABR07022367v1
AABR07022368.1	chrUn_AABR07022368v1
AABR07022378.1	chrUn_AABR07022378v1
AABR07022404.1	chrUn_AABR07022404v1
AABR07022405.1	chrUn_AABR07022405v1
AABR07022416.1	chrUn_AABR07022416v1
AABR07022425.1	chrUn_AABR07022425v1
AABR07022428.1	chrUn_AABR07022428v1
AABR07022431.1	chrUn_AABR07022431v1
AABR07022456.1	chrUn_AABR07022456v1
AABR07022478.1	chrUn_AABR07022478v1
AABR07022479.1	chrUn_AABR07022479v1
AABR07022504.1	chrUn_AABR07022504v1
AABR07022511.1	chrUn_AABR07022511v1
AABR07022514.1	chrUn_AABR07022514v1
AABR07022517.1	chrUn_AABR07022517v1
AABR07022518.1	
AABR07022519.1	chrUn_AABR07022519v1
AABR07022531.1	chrUn_AABR07022531v1
AABR07022532.1	chrUn_AABR07022532v1
AABR07022559.1	chrUn_AABR07022559v1
AABR07022573.1	chrUn_AABR07022573v1
AABR07022594.1	chrUn_AABR07022594v1
AABR07022608.1	chrUn_AABR07022608v1
AABR07022616.1	chrUn_AABR07022616v1
AABR07022619.1	chrUn_AABR07022619v1
AABR07022620.1	chrUn_AABR07022620v1
AABR07022621.1	chrUn_AABR07022621v1
AABR07022626.1	chrUn_AABR07022626v1
AABR07022627.1	chrUn_AABR07022627v1
AABR07022628.1	chrUn_AABR07022628v1
AABR07022629.1	chrUn_AABR07022629v1
AABR07022630.1	chrUn_AABR07022630v1
AABR07022645.1	chrUn_AABR07022645v1
AABR07022654.1	chrUn_AABR07022654v1
AABR07022671.1	chrUn_AABR07022671v1
AABR07022672.1	chrUn_AABR07022672v1
AABR07022676.1	chrUn_AABR07022676v1
AABR07022684.1	chrUn_AABR07022684v1
AABR07022707.1	chrUn_AABR07022707v1
AABR07022726.1	chrUn_AABR07022726v1
AABR07022729.1	chrUn_AABR07022729v1
AABR07022737.1	chrUn_AABR07022737v1
AABR07022738.1	chrUn_AABR07022738v1
AABR07022753.1	chrUn_AABR07022753v1
AABR07022759.1	chrUn_AABR07022759v1
AABR07022760.1	chrUn_AABR07022760v1
AABR07022783.1	chrUn_AABR07022783v1
AABR07022793.1	chrUn_AABR07022793v1
AABR07022802.1	chrUn_AABR07022802v1
AABR07022827.1	chrUn_AABR07022827v1
AABR07022828.1	chrUn_AABR07022828v1
AABR07022829.1	chrUn_AABR07022829v1
AABR07022830.1	chrUn_AABR07022830v1
AABR07022857.1	chrUn_AABR07022857v1
AABR07022871.1	chrUn_AABR07022871v1
AABR07022880.1	chrUn_AABR07022880v1
AABR07022881.1	chrUn_AABR07022881v1
AABR07022884.1	chrUn_AABR07022884v1
AABR07022885.1	chrUn_AABR07022885v1
AABR07022905.1	chrUn_AABR07022905v1
AABR07022906.1	chrUn_AABR07022906v1
AABR07022907.1	chrUn_AABR07022907v1
AABR07022920.1	chrUn_AABR07022920v1
AABR07022921.1	chrUn_AABR07022921v1
AABR07022922.1	chrUn_AABR07022922v1
AABR07022923.1	chrUn_AABR07022923v1
AABR07022926.1	chrUn_AABR07022926v1
AABR07022934.1	chrUn_AABR07022934v1
AABR07022944.1	chrUn_AABR07022944v1
AABR07022957.1	chrUn_AABR07022957v1
AABR07022973.1	chrUn_AABR07022973v1
AABR07022990.1	chrUn_AABR07022990v1
AABR07022993.1	chrUn_AABR07022993v1
AABR07022994.1	chrUn_AABR07022994v1
AABR07023006.1	
AABR07023014.1	chrUn_AABR07023014v1
AABR07023024.1	chrUn_AABR07023024v1
AABR07023031.1	chrUn_AABR07023031v1
AABR07023052.1	chrUn_AABR07023052v1
AABR07023067.1	chrUn_AABR07023067v1
AABR07023068.1	chrUn_AABR07023068v1
AABR07023168.1	chrUn_AABR07023168v1
AABR07023321.1	chrUn_AABR07023321v1
AABR07023324.1	chrUn_AABR07023324v1
AABR07023325.1	chrUn_AABR07023325v1
AABR07023445.1	chrUn_AABR07023445v1
AABR07023534.1	chrUn_AABR07023534v1
AABR07023560.1	chrUn_AABR07023560v1
AABR07023949.1	chrUn_AABR07023949v1
AABR07023967.1	chrUn_AABR07023967v1
AABR07023968.1	chrUn_AABR07023968v1
AABR07023990.1	chrUn_AABR07023990v1
AABR07024005.1	chrUn_AABR07024005v1
AABR07024006.1	chrUn_AABR07024006v1
AABR07024007.1	chrUn_AABR07024007v1
AABR07024031.1	chrUn_AABR07024031v1
AABR07024032.1	chrUn_AABR07024032v1
AABR07024039.1	chrUn_AABR07024039v1
AABR07024040.1	chrUn_AABR07024040v1
AABR07024041.1	chrUn_AABR07024041v1
AABR07024042.1	chrUn_AABR07024042v1
AABR07024043.1	chrUn_AABR07024043v1
AABR07024044.1	chrUn_AABR07024044v1
AABR07024045.1	chrUn_AABR07024045v1
AABR07024046.1	chrUn_AABR07024046v1
AABR07024047.1	chrUn_AABR07024047v1
AABR07024066.1	chrUn_AABR07024066v1
AABR07024067.1	chrUn_AABR07024067v1
AABR07024071.1	chrUn_AABR07024071v1
AABR07024080.1	chrUn_AABR07024080v1
AABR07024092.1	chrUn_AABR07024092v1
AABR07024100.1	chrUn_AABR07024100v1
AABR07024101.1	chrUn_AABR07024101v1
AABR07024102.1	chrUn_AABR07024102v1
AABR07024103.1	chrUn_AABR07024103v1
AABR07024104.1	chrUn_AABR07024104v1
AABR07024105.1	chrUn_AABR07024105v1
AABR07024106.1	chrUn_AABR07024106v1
AABR07024114.1	chrUn_AABR07024114v1
AABR07024115.1	chrUn_AABR07024115v1
AABR07024118.1	chrUn_AABR07024118v1
AABR07024119.1	chrUn_AABR07024119v1
AABR07024120.1	chrUn_AABR07024120v1
AABR07024121.1	chrUn_AABR07024121v1
AABR07024122.1	chrUn_AABR07024122v1
AABR07024123.1	chrUn_AABR07024123v1
AABR07024124.1	chrUn_AABR07024124v1
AABR07024125.1	chrUn_AABR07024125v1
AABR07024138.1	chrUn_AABR07024138v1
AABR07024145.1	chrUn_AABR07024145v1
AABR07024150.1	chrUn_AABR07024150v1
AABR07024159.1	chrUn_AABR07024159v1
AABR07024160.1	chrUn_AABR07024160v1
AABR07024165.1	chrUn_AABR07024165v1
AABR07024177.1	chrUn_AABR07024177v1
AABR07024178.1	chrUn_AABR07024178v1
AABR07024182.1	chrUn_AABR07024182v1
AABR07024187.1	chrUn_AABR07024187v1
AABR07024188.1	chrUn_AABR07024188v1
AABR07024189.1	chrUn_AABR07024189v1
AABR07024192.1	chrUn_AABR07024192v1
AABR07024193.1	chrUn_AABR07024193v1
AABR07024194.1	chrUn_AABR07024194v1
AABR07024195.1	chrUn_AABR07024195v1
AABR07024196.1	chrUn_AABR07024196v1
AABR07024203.1	chrUn_AABR07024203v1
AABR07024204.1	chrUn_AABR07024204v1
AABR07024205.1	chrUn_AABR07024205v1
AABR07024206.1	chrUn_AABR07024206v1
AABR07024221.1	chrUn_AABR07024221v1
AABR07024222.1	chrUn_AABR07024222v1
AABR07024223.1	chrUn_AABR07024223v1
AABR07024226.1	chrUn_AABR07024226v1
AABR07024227.1	chrUn_AABR07024227v1
AABR07024228.1	chrUn_AABR07024228v1
AABR07024229.1	chrUn_AABR07024229v1
AABR07024262.1	chrUn_AABR07024262v1
AABR07024263.1	chrUn_AABR07024263v1
AABR07024264.1	chrUn_AABR07024264v1
AABR07024265.1	chrUn_AABR07024265v1
AABR07024266.1	chrUn_AABR07024266v1
AABR07024267.1	chrUn_AABR07024267v1
AABR07024268.1	chrUn_AABR07024268v1
AABR07024269.1	chrUn_AABR07024269v1
AABR07024286.1	chrUn_AABR07024286v1
AABR07024289.1	chrUn_AABR07024289v1
AABR07024290.1	chrUn_AABR07024290v1
AABR07024291.1	chrUn_AABR07024291v1
AABR07024292.1	chrUn_AABR07024292v1
AABR07024293.1	chrUn_AABR07024293v1
AABR07024294.1	chrUn_AABR07024294v1
AABR07024304.1	chrUn_AABR07024304v1
AABR07024319.1	chrUn_AABR07024319v1
AABR07024320.1	chrUn_AABR07024320v1
AABR07024321.1	chrUn_AABR07024321v1
AABR07024322.1	chrUn_AABR07024322v1
AABR07024323.1	chrUn_AABR07024323v1
AABR07024331.1	chrUn_AABR07024331v1
AABR07024332.1	chrUn_AABR07024332v1
AABR07024349.1	chrUn_AABR07024349v1
AABR07024350.1	chrUn_AABR07024350v1
AABR07024351.1	chrUn_AABR07024351v1
AABR07024371.1	chrUn_AABR07024371v1
AABR07024374.1	chrUn_AABR07024374v1
AABR07024382.1	chrUn_AABR07024382v1
AABR07024383.1	chrUn_AABR07024383v1
AABR07024390.1	chrUn_AABR07024390v1
AABR07024393.1	chrUn_AABR07024393v1
AABR07024394.1	chrUn_AABR07024394v1
AABR07024395.1	chrUn_AABR07024395v1
AABR07024396.1	chrUn_AABR07024396v1
AABR07024397.1	chrUn_AABR07024397v1
AABR07024398.1	chrUn_AABR07024398v1
AABR07024399.1	chrUn_AABR07024399v1
AABR07024421.1	chrUn_AABR07024421v1
AABR07024427.1	chrUn_AABR07024427v1
AABR07024428.1	chrUn_AABR07024428v1
AABR07024432.1	chrUn_AABR07024432v1
AABR07024433.1	chrUn_AABR07024433v1
KL568167.1	chrUn_KL568167v1
KL568168.1	chrUn_KL568168v1
KL568169.1	chrUn_KL568169v1
KL568170.1	chrUn_KL568170v1
KL568171.1	chrUn_KL568171v1
KL568172.1	chrUn_KL568172v1
KL568173.1	chrUn_KL568173v1
KL568174.1	chrUn_KL568174v1
KL568175.1	chrUn_KL568175v1
KL568176.1	chrUn_KL568176v1
KL568177.1	chrUn_KL568177v1
KL568178.1	chrUn_KL568178v1
KL568179.1	chrUn_KL568179v1
KL568180.1	chrUn_KL568180v1
KL568181.1	chrUn_KL568181v1
KL568182.1	chrUn_KL568182v1
KL568183.1	chrUn_KL568183v1
KL568184.1	chrUn_KL568184v1
KL568185.1	chrUn_KL568185v1
KL568186.1	chrUn_KL568186v1
KL568187.1	chrUn_KL568187v1
KL568188.1	chrUn_KL568188v1
KL568189.1	chrUn_KL568189v1
KL568190.1	chrUn_KL568190v1
KL568191.1	chrUn_KL568191v1
KL568192.1	chrUn_KL568192v1
KL568193.1	chrUn_KL568193v1
KL568194.1	chrUn_KL568194v1
KL568195.1	chrUn_KL568195v1
KL568196.1	chrUn_KL568196v1
KL568197.1	chrUn_KL568197v1
KL568198.1	chrUn_KL568198v1
KL568199.1	chrUn_KL568199v1
KL568200.1	chrUn_KL568200v1
KL568201.1	chrUn_KL568201v1
KL568202.1	chrUn_KL568202v1
KL568203.1	chrUn_KL568203v1
KL568204.1	chrUn_KL568204v1
KL568205.1	chrUn_KL568205v1
KL568206.1	chrUn_KL568206v1
KL568207.1	chrUn_KL568207v1
KL568208.1	chrUn_KL568208v1
KL568209.1	chrUn_KL568209v1
KL568210.1	chrUn_KL568210v1
KL568211.1	chrUn_KL568211v1
KL568212.1	chrUn_KL568212v1
KL568213.1	chrUn_KL568213v1
KL568214.1	chrUn_KL568214v1
KL568215.1	chrUn_KL568215v1
KL568216.1	chrUn_KL568216v1
KL568217.1	chrUn_KL568217v1
KL568218.1	chrUn_KL568218v1
KL568219.1	chrUn_KL568219v1
KL568220.1	chrUn_KL568220v1
KL568221.1	chrUn_KL568221v1
KL568222.1	chrUn_KL568222v1
KL568223.1	chrUn_KL568223v1
KL568224.1	chrUn_KL568224v1
KL568225.1	chrUn_KL568225v1
KL568226.1	chrUn_KL568226v1
KL568227.1	chrUn_KL568227v1
KL568228.1	chrUn_KL568228v1
KL568229.1	chrUn_KL568229v1
KL568230.1	chrUn_KL568230v1
KL568231.1	chrUn_KL568231v1
KL568232.1	chrUn_KL568232v1
KL568233.1	chrUn_KL568233v1
KL568234.1	chrUn_KL568234v1
KL568235.1	chrUn_KL568235v1
KL568236.1	chrUn_KL568236v1
