chr1	1
GL383540.1	HSCHR9_1_CTG35
GL383541.1	HSCHR9_2_CTG35
GL383542.1	HSCHR9_3_CTG35
GL000191.1	GL000191.1
GL000192.1	GL000192.1
GL000193.1	GL000193.1
GL000194.1	GL000194.1
GL000195.1	GL000195.1
GL000196.1	GL000196.1
GL000199.1	GL000199.1
GL000201.1	GL000201.1
GL000204.1	GL000204.1
GL000205.1	GL000205.1
GL000209.1	GL000209.1
GL000211.1	GL000211.1
GL000212.1	GL000212.1
GL000213.1	GL000213.1
GL000215.1	GL000215.1
GL000216.1	GL000216.1
GL000218.1	GL000218.1
GL000219.1	GL000219.1
GL000220.1	GL000220.1
GL000221.1	GL000221.1
GL000222.1	GL000222.1
GL000223.1	GL000223.1
GL000224.1	GL000224.1
GL000225.1	GL000225.1
GL000228.1	GL000228.1
GL000229.1	GL000229.1
GL000230.1	GL000230.1
GL000231.1	GL000231.1
GL000233.1	GL000233.1
GL000236.1	GL000236.1
GL000237.1	GL000237.1
GL000240.1	GL000240.1
GL000241.1	GL000241.1
GL000242.1	GL000242.1
GL000243.1	GL000243.1
GL000247.1	GL000247.1
